Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Sam Johnson,18,2.64,3,33,Early College,Sophomore
Avery Jackson,14,1.98,0,27,Criminal Justice,Freshman
Abby Martinez,19,1.5,2,6,Business,Freshman
Kelsey Taylor,15,2.15,2,60,Criminal Justice,Freshman
Nate Miller,14,4.18,0,49,Culinary,Junior
Joe Davis,18,2.21,2,32,Business,Sophomore
Joe Anderson,14,3.98,2,20,Culinary,Junior
Sam Jones,14,2.01,2,56,Engineering,Senior
Nate Martinez,18,3.87,0,2,Culinary,Freshman
Cal Rodriguez,15,0.7,2,38,Construction,Sophomore
Josh Johnson,18,2.17,1,39,Culinary,Freshman
Cal Moore,19,3.17,0,60,Early College,Freshman
Joe Williams,15,1.44,2,9,Business,Junior
Abby Williams,18,3.76,2,28,Bio Med,Sophomore
Joe Johnson,15,0.45,2,28,Culinary,Sophomore
Kelsey Jackson,18,0.53,2,31,Computer Science,Freshman
Sujay Smith,18,0.31,3,9,Marketing,Senior
Kelsey Thomas,18,4.12,2,7,Bio Med,Freshman
Josh Rodriguez,18,2.15,0,25,Construction,Junior
Sam Miller,18,2.32,0,15,Business,Senior
Azria Davis,17,0.74,1,50,Criminal Justice,Freshman
Emm Moore,17,2.43,2,56,Early Childhood Education,Freshman
Emm Rodriguez,16,2.85,3,5,Criminal Justice,Sophomore
Gavin Thomas,17,1.46,1,4,Bio Med,Freshman
Abby Williams,16,3.92,0,50,Bio Med,Senior
Kelsey Gonzalez,14,2.82,0,51,Engineering,Senior
Emm Martinez,16,3.56,3,13,Business,Senior
Josh Williams,19,0.94,3,46,Marketing,Junior
Alice Brown,15,2.48,1,28,Business,Senior
Sam Anderson,17,3.72,2,38,Engineering,Junior
Avery Anderson,16,1.42,1,60,Culinary,Junior
Sam Thomas,15,2.78,0,52,Bio Med,Senior
Avery Miller,16,2.55,0,6,Computer Science,Sophomore
Emm Jones,17,1.5,2,47,Bio Med,Freshman
Manny Martin,14,0.69,2,57,Construction,Sophomore
Josh Thomas,16,1.66,1,59,Criminal Justice,Junior
Azria Anderson,14,1.63,2,55,Culinary,Junior
Abby Rodriguez,18,1.56,2,59,Marketing,Sophomore
Alice Brown,17,1.65,2,30,Early College,Sophomore
Abby Martinez,19,1.26,0,57,Early Childhood Education,Senior
Nate Anderson,16,1.17,0,19,Criminal Justice,Junior
Dutch Williams,17,3.5,0,25,Early Childhood Education,Junior
Josh Davis,19,3.36,3,0,Bio Med,Senior
Azria Brown,14,2.32,2,22,Culinary,Sophomore
Sam Williams,19,4.19,1,22,Criminal Justice,Sophomore
Nate Jackson,14,3.09,2,8,Early Childhood Education,Junior
Cal Taylor,18,2.39,2,56,Business,Senior
Nate Davis,18,4.14,0,48,Early College,Junior
Cal Martinez,14,1.27,1,50,Construction,Sophomore
Alice Martinez,19,0.65,1,54,Construction,Senior
Azria Anderson,16,3.04,1,55,Culinary,Sophomore
Joe Jackson,14,2.51,2,9,Early Childhood Education,Sophomore
Joe Moore,15,2.3,3,59,Marketing,Senior
Manny Johnson,19,4.01,3,30,Early Childhood Education,Senior
Emm Brown,16,0.71,1,42,Bio Med,Senior
Kelsey Anderson,14,3.9,1,6,Bio Med,Freshman
Vihaan Miller,18,2.38,2,25,Computer Science,Sophomore
Sujay Thomas,15,1.32,2,8,Marketing,Junior
Emm Smith,14,3.69,1,1,Early College,Junior
Abby Davis,16,2.31,2,35,Early Childhood Education,Sophomore
Joe Johnson,19,0.39,3,43,Bio Med,Junior
Vihaan Rodriguez,16,2.47,0,51,Marketing,Senior
Sam Johnson,15,3.94,0,34,Criminal Justice,Sophomore
Josh Wilson,19,2.89,2,29,Early Childhood Education,Senior
Nate Rodriguez,17,2.03,0,28,Construction,Senior
Emm Lopez,17,0.53,2,39,Construction,Freshman
Sam Jackson,19,0.96,1,10,Early College,Junior
Nate Jackson,16,2.63,2,16,Construction,Senior
Cal Jones,16,3.75,2,14,Bio Med,Freshman
Gavin Miller,16,0.75,1,60,Early College,Senior
Abby Thomas,15,1.47,2,33,Bio Med,Sophomore
Gavin Martinez,18,3.15,1,34,Computer Science,Freshman
Dutch Anderson,14,2.93,3,30,Construction,Sophomore
Alice Lopez,19,1.26,2,43,Computer Science,Junior
Cal Rodriguez,16,1.87,3,1,Business,Junior
Nate Lopez,16,4.33,3,31,Bio Med,Sophomore
Nate Wilson,16,2.52,3,36,Criminal Justice,Senior
Kelsey Gonzalez,15,3.26,1,26,Business,Freshman
Vihaan Smith,16,1.26,3,41,Criminal Justice,Junior
Gavin Jackson,18,1.13,2,11,Engineering,Freshman
Abby Jones,14,0.58,3,21,Early College,Senior
Sam Anderson,19,2.85,0,48,Bio Med,Sophomore
Nate Garcia,18,1.52,3,1,Criminal Justice,Sophomore
Sujay Smith,16,1.14,1,9,Criminal Justice,Freshman
Vihaan Johnson,15,4.22,1,4,Early Childhood Education,Sophomore
Dutch Davis,16,0.64,3,45,Construction,Sophomore
Joe Moore,18,4.39,0,57,Bio Med,Freshman
Gavin Martinez,17,2.68,0,32,Bio Med,Freshman
Vihaan Garcia,16,0.67,2,45,Engineering,Sophomore
Alice Brown,18,0.7,1,55,Construction,Freshman
Gavin Garcia,18,3.38,3,1,Criminal Justice,Junior
Joe Garcia,19,2.23,2,4,Construction,Freshman
Sujay Rodriguez,17,3.98,2,53,Early College,Junior
Alice Thomas,16,0.33,3,58,Business,Sophomore
Vihaan Gonzalez,18,2.29,2,50,Early College,Freshman
Cal Jackson,14,4.18,3,31,Early Childhood Education,Junior
Sam Garcia,18,4.1,3,7,Computer Science,Sophomore
Avery Taylor,19,1.9,2,22,Computer Science,Junior
Avery Davis,15,3.76,2,49,Bio Med,Junior
Alice Rodriguez,16,0.43,1,38,Criminal Justice,Sophomore
Nate Martin,15,4.19,1,1,Criminal Justice,Senior
Cal Moore,15,0.79,2,5,Culinary,Freshman
Nate Williams,19,3.0,1,23,Criminal Justice,Sophomore
Kelsey Davis,19,3.04,3,26,Engineering,Senior
Sam Hernandez,19,4.14,1,6,Culinary,Senior
Avery Jackson,19,3.33,3,28,Construction,Junior
Emm Anderson,18,2.59,3,34,Culinary,Freshman
Sam Lopez,19,0.8,1,31,Business,Sophomore
Josh Lopez,18,3.33,0,0,Business,Senior
Vihaan Johnson,19,2.9,3,47,Computer Science,Junior
Kelsey Moore,15,2.53,2,25,Marketing,Sophomore
Alice Hernandez,17,3.94,0,18,Engineering,Junior
Vihaan Williams,14,1.87,0,11,Early College,Sophomore
Nate Wilson,19,2.98,3,27,Computer Science,Senior
Emm Gonzalez,14,1.99,2,42,Early Childhood Education,Senior
Vihaan Martinez,16,2.06,0,22,Criminal Justice,Freshman
Nate Rodriguez,16,2.94,3,16,Early College,Senior
Azria Johnson,14,3.05,2,13,Culinary,Sophomore
Azria Gonzalez,17,2.28,3,23,Engineering,Freshman
Cal Brown,17,1.58,3,16,Marketing,Senior
Josh Williams,18,0.73,3,42,Bio Med,Senior
Gavin Wilson,19,0.83,3,60,Early Childhood Education,Senior
Vihaan Lopez,14,1.67,2,15,Early Childhood Education,Sophomore
Joe Garcia,17,1.77,0,47,Criminal Justice,Sophomore
Gavin Jones,14,3.28,0,27,Early Childhood Education,Senior
Alice Martinez,15,3.81,2,14,Bio Med,Junior
Manny Moore,17,2.71,2,38,Criminal Justice,Freshman
Alice Brown,16,1.94,1,45,Early Childhood Education,Senior
Sujay Garcia,18,1.49,2,28,Culinary,Junior
Manny Rodriguez,14,1.85,1,19,Criminal Justice,Senior
Manny Brown,18,2.77,2,15,Marketing,Senior
Alice Davis,19,0.96,1,3,Criminal Justice,Sophomore
Kelsey Davis,19,1.59,1,4,Engineering,Junior
Alice Anderson,18,0.6,2,27,Early College,Senior
Kelsey Williams,18,1.49,2,6,Engineering,Freshman
Alice Smith,17,2.07,1,14,Engineering,Freshman
Dutch Rodriguez,16,2.07,2,49,Marketing,Freshman
Azria Garcia,15,4.25,2,22,Early College,Sophomore
Avery Jones,17,2.77,1,17,Computer Science,Junior
Kelsey Davis,17,2.43,2,24,Culinary,Sophomore
Nate Lopez,19,2.61,1,58,Early College,Freshman
Sujay Gonzalez,15,1.83,2,4,Culinary,Freshman
Cal Williams,14,0.75,1,49,Marketing,Freshman
Abby Wilson,15,3.79,1,13,Early College,Freshman
Dutch Jackson,19,3.24,1,56,Computer Science,Senior
Sam Rodriguez,15,0.34,1,21,Early Childhood Education,Freshman
Nate Anderson,17,1.74,2,8,Construction,Senior
Emm Davis,14,1.24,1,22,Engineering,Junior
Azria Moore,17,3.84,0,54,Computer Science,Sophomore
Nate Moore,17,2.33,2,2,Bio Med,Sophomore
Cal Davis,16,3.04,3,33,Engineering,Junior
Vihaan Anderson,17,3.9,1,25,Construction,Sophomore
Sujay Hernandez,15,4.23,0,44,Business,Junior
Emm Smith,17,3.86,2,0,Computer Science,Sophomore
Alice Hernandez,17,3.98,3,31,Construction,Senior
Sam Miller,16,3.66,0,59,Marketing,Freshman
Abby Miller,14,4.21,1,17,Engineering,Sophomore
Nate Davis,16,2.31,2,53,Criminal Justice,Sophomore
Cal Taylor,19,0.47,1,31,Early College,Freshman
Avery Lopez,17,4.02,3,18,Bio Med,Sophomore
Abby Martin,16,3.95,3,44,Early Childhood Education,Sophomore
Azria Rodriguez,14,1.32,0,29,Business,Senior
Azria Thomas,16,4.36,0,29,Criminal Justice,Senior
Emm Garcia,17,1.35,3,30,Marketing,Sophomore
Sam Lopez,16,3.66,2,9,Early Childhood Education,Freshman
Azria Anderson,15,4.33,2,11,Criminal Justice,Freshman
Vihaan Davis,14,0.54,1,30,Early Childhood Education,Senior
Joe Williams,17,1.56,2,33,Culinary,Junior
Azria Smith,17,1.34,1,18,Engineering,Freshman
Azria Davis,17,3.5,3,23,Early College,Freshman
Kelsey Moore,19,4.11,3,0,Business,Junior
Kelsey Davis,19,3.95,2,49,Early College,Freshman
Kelsey Thomas,17,0.53,3,19,Early Childhood Education,Sophomore
Manny Hernandez,15,1.08,3,5,Engineering,Sophomore
Gavin Rodriguez,19,2.82,1,9,Computer Science,Sophomore
Alice Rodriguez,16,3.2,0,28,Bio Med,Senior
Nate Martin,16,0.79,3,45,Marketing,Freshman
Abby Martin,15,0.57,1,42,Criminal Justice,Junior
Sam Taylor,18,2.81,0,41,Early College,Senior
Vihaan Martin,14,4.08,2,1,Business,Freshman
Josh Thomas,19,3.54,1,29,Business,Junior
Dutch Lopez,14,3.37,2,5,Computer Science,Sophomore
Sujay Rodriguez,15,0.68,1,19,Engineering,Senior
Vihaan Johnson,15,0.4,0,22,Culinary,Junior
Kelsey Garcia,19,0.5,2,3,Business,Freshman
Josh Williams,15,2.07,2,54,Bio Med,Sophomore
Gavin Rodriguez,18,2.16,3,19,Engineering,Freshman
Cal Rodriguez,16,1.64,3,48,Business,Junior
Sujay Taylor,17,1.09,0,29,Marketing,Senior
Vihaan Davis,17,1.49,0,46,Computer Science,Junior
Avery Martinez,16,2.23,1,43,Business,Senior
Manny Taylor,17,2.36,3,40,Engineering,Freshman
Avery Anderson,16,2.92,0,24,Business,Sophomore
Cal Williams,17,1.25,3,19,Early Childhood Education,Junior
Kelsey Davis,18,2.91,3,42,Marketing,Sophomore
Alice Anderson,15,2.55,1,57,Engineering,Freshman
Joe Brown,14,2.7,0,19,Criminal Justice,Sophomore
Emm Lopez,18,3.51,1,40,Bio Med,Freshman
Manny Anderson,15,2.65,2,57,Early College,Sophomore
Joe Rodriguez,17,1.79,2,7,Engineering,Senior
Cal Williams,19,2.32,1,58,Early College,Senior
Gavin Miller,17,1.19,1,13,Criminal Justice,Sophomore
Cal Davis,15,2.75,2,8,Business,Sophomore
Sujay Lopez,18,1.56,0,42,Engineering,Senior
Joe Johnson,19,1.85,0,3,Computer Science,Sophomore
Dutch Martinez,19,3.31,0,42,Construction,Junior
Azria Anderson,18,0.66,0,2,Engineering,Senior
Cal Brown,18,4.31,2,57,Early College,Junior
Azria Anderson,15,0.68,2,58,Criminal Justice,Freshman
Cal Davis,14,1.44,2,30,Criminal Justice,Freshman
Emm Miller,17,1.48,3,8,Computer Science,Junior
Avery Anderson,16,1.22,1,26,Computer Science,Sophomore
Azria Hernandez,15,0.39,3,30,Early College,Senior
Kelsey Martinez,15,3.3,1,28,Computer Science,Sophomore
Vihaan Lopez,18,2.05,2,44,Culinary,Senior
Josh Hernandez,14,3.67,1,32,Business,Sophomore
Azria Smith,17,3.88,2,9,Engineering,Sophomore
Manny Martin,17,2.54,3,18,Early Childhood Education,Freshman
Vihaan Martin,16,1.8,2,38,Bio Med,Junior
Kelsey Rodriguez,17,3.61,2,8,Early Childhood Education,Freshman
Joe Hernandez,14,2.81,1,22,Early Childhood Education,Freshman
Sujay Garcia,18,2.38,1,7,Bio Med,Freshman
Dutch Anderson,15,3.8,3,3,Engineering,Senior
Cal Martin,18,4.15,0,31,Construction,Senior
Avery Garcia,17,2.68,3,15,Culinary,Sophomore
Alice Williams,17,0.62,3,36,Business,Sophomore
Kelsey Taylor,19,0.85,0,57,Culinary,Junior
Abby Johnson,18,1.59,0,55,Computer Science,Freshman
Manny Davis,14,2.78,2,3,Engineering,Junior
Kelsey Miller,17,2.33,3,45,Construction,Sophomore
Emm Smith,15,4.35,0,57,Computer Science,Senior
Alice Moore,15,3.01,1,54,Construction,Senior
Emm Brown,18,2.19,0,23,Criminal Justice,Freshman
Emm Davis,14,2.61,3,23,Bio Med,Freshman
Nate Davis,17,3.35,3,12,Engineering,Junior
Azria Hernandez,18,1.18,1,57,Construction,Senior
Abby Williams,18,2.74,1,28,Early College,Sophomore
Sujay Moore,16,2.85,2,43,Business,Freshman
Avery Thomas,19,0.72,3,55,Bio Med,Junior
Vihaan Taylor,14,2.39,0,23,Marketing,Sophomore
Vihaan Davis,19,3.98,1,45,Criminal Justice,Junior
Avery Anderson,17,0.91,1,9,Marketing,Freshman
Avery Miller,15,0.82,2,57,Engineering,Freshman
Abby Smith,17,1.13,2,27,Engineering,Senior
Josh Williams,15,3.25,1,16,Construction,Senior
Dutch Lopez,14,3.19,0,44,Computer Science,Sophomore
Gavin Martinez,15,3.41,0,55,Bio Med,Freshman
Azria Moore,14,2.44,3,14,Criminal Justice,Sophomore
Avery Martin,15,0.32,3,22,Criminal Justice,Junior
Joe Jackson,15,2.99,2,13,Criminal Justice,Junior
Abby Johnson,19,1.37,1,33,Criminal Justice,Senior
Azria Jones,16,4.18,1,31,Criminal Justice,Freshman
Dutch Johnson,17,3.29,2,0,Early Childhood Education,Senior
Cal Smith,17,2.15,2,1,Business,Freshman
Emm Martinez,16,3.53,2,37,Bio Med,Sophomore
Nate Miller,14,3.92,3,37,Early College,Senior
Emm Williams,19,2.64,3,3,Marketing,Senior
Joe Taylor,19,3.64,2,22,Construction,Junior
Avery Garcia,18,2.24,1,47,Early College,Freshman
Sujay Brown,16,0.53,3,58,Marketing,Junior
Gavin Hernandez,15,0.91,0,58,Early Childhood Education,Freshman
Joe Garcia,18,3.6,1,25,Engineering,Sophomore
Sujay Miller,19,2.47,1,58,Bio Med,Freshman
Sam Davis,14,1.71,1,26,Early College,Senior
Avery Moore,16,1.65,1,53,Computer Science,Sophomore
Abby Lopez,18,0.99,3,40,Marketing,Freshman
Dutch Davis,14,2.84,3,48,Marketing,Sophomore
Alice Miller,14,2.17,0,30,Bio Med,Senior
Cal Moore,19,3.08,1,59,Culinary,Junior
Abby Taylor,15,0.69,1,14,Bio Med,Sophomore
Alice Johnson,15,3.14,1,30,Computer Science,Senior
Abby Davis,19,0.83,0,26,Business,Freshman
Dutch Martinez,18,3.45,2,16,Computer Science,Freshman
Cal Garcia,17,1.36,1,59,Computer Science,Freshman
Josh Johnson,17,3.07,2,11,Criminal Justice,Senior
Cal Johnson,19,1.98,0,13,Construction,Sophomore
Sam Smith,15,2.0,0,44,Computer Science,Junior
Sam Martin,17,3.51,3,6,Business,Sophomore
Alice Rodriguez,14,3.25,2,40,Construction,Freshman
Josh Miller,15,2.7,3,23,Computer Science,Junior
Nate Jackson,18,1.35,1,9,Engineering,Freshman
Vihaan Williams,18,1.74,2,59,Culinary,Senior
Joe Johnson,15,3.41,0,38,Early Childhood Education,Junior
Alice Johnson,18,3.17,3,60,Business,Senior
Sujay Martinez,18,0.72,0,36,Engineering,Freshman
Abby Anderson,16,2.73,1,56,Culinary,Junior
Alice Lopez,19,0.5,0,25,Construction,Freshman
Alice Martinez,14,1.89,3,18,Marketing,Junior
Sujay Williams,19,3.89,2,2,Culinary,Senior
Dutch Davis,14,2.52,2,36,Engineering,Senior
Vihaan Miller,15,3.4,1,24,Marketing,Senior
Dutch Rodriguez,15,3.27,3,7,Early College,Freshman
Nate Brown,19,0.86,3,57,Engineering,Junior
Nate Taylor,19,2.9,1,46,Culinary,Senior
Dutch Thomas,14,3.27,3,43,Business,Sophomore
Emm Johnson,16,4.33,3,59,Construction,Junior
Alice Hernandez,18,3.46,0,32,Bio Med,Sophomore
Azria Wilson,18,1.15,3,24,Bio Med,Senior
Joe Jackson,15,4.2,0,54,Culinary,Sophomore
Gavin Martin,17,1.88,0,13,Early Childhood Education,Freshman
Azria Smith,16,3.07,3,30,Early Childhood Education,Junior
Azria Wilson,16,2.13,3,59,Marketing,Junior
Gavin Hernandez,18,0.97,3,25,Marketing,Junior
Manny Jones,16,4.0,3,45,Computer Science,Junior
Emm Williams,19,1.62,0,23,Culinary,Sophomore
Sam Smith,19,2.91,1,48,Early Childhood Education,Senior
Avery Thomas,16,3.49,2,57,Early College,Senior
Sujay Jackson,14,3.78,2,16,Early College,Sophomore
Sam Moore,16,0.92,2,24,Criminal Justice,Sophomore
Avery Wilson,14,1.19,0,21,Early Childhood Education,Senior
Cal Smith,19,2.27,1,18,Construction,Freshman
Abby Martinez,14,3.01,1,15,Early Childhood Education,Freshman
Cal Wilson,18,4.15,0,46,Criminal Justice,Freshman
Emm Williams,16,2.36,0,17,Culinary,Freshman
Avery Williams,18,2.07,2,50,Culinary,Sophomore
Emm Anderson,19,3.29,0,7,Culinary,Junior
Vihaan Garcia,19,1.88,0,41,Bio Med,Freshman
Manny Johnson,16,2.26,1,51,Early College,Sophomore
Joe Wilson,19,0.95,1,35,Computer Science,Junior
Emm Brown,18,1.7,1,45,Criminal Justice,Junior
Sujay Martin,19,4.08,1,28,Early Childhood Education,Freshman
Alice Williams,16,2.99,1,39,Business,Senior
Vihaan Wilson,15,3.13,3,38,Computer Science,Sophomore
Dutch Martinez,16,3.06,0,34,Early College,Freshman
Nate Taylor,16,3.92,2,6,Marketing,Freshman
Nate Martinez,14,4.22,2,42,Business,Freshman
Gavin Davis,17,2.67,0,44,Culinary,Senior
Emm Brown,18,2.35,0,9,Computer Science,Sophomore
Kelsey Jones,14,1.41,3,8,Bio Med,Junior
Cal Lopez,16,3.14,3,50,Computer Science,Sophomore
Cal Martin,17,1.74,3,57,Criminal Justice,Senior
Sam Martin,18,3.53,2,45,Early Childhood Education,Sophomore
Cal Jackson,16,3.31,3,11,Engineering,Sophomore
Azria Hernandez,15,3.63,1,57,Criminal Justice,Senior
Abby Taylor,16,1.63,3,14,Business,Junior
Abby Brown,15,3.57,3,28,Culinary,Junior
Cal Jones,17,3.69,2,59,Computer Science,Junior
Joe Miller,14,4.2,2,57,Engineering,Junior
Abby Lopez,18,3.73,0,50,Engineering,Junior
Vihaan Martin,16,3.6,0,21,Engineering,Junior
Nate Thomas,15,4.05,2,35,Early College,Sophomore
Sujay Taylor,14,0.49,0,36,Construction,Junior
Abby Martinez,14,2.11,2,3,Early College,Sophomore
Cal Brown,18,2.45,2,46,Bio Med,Freshman
Sam Johnson,17,1.67,1,4,Engineering,Junior
Avery Thomas,19,0.87,0,23,Bio Med,Senior
Azria Jackson,18,3.73,0,15,Early Childhood Education,Sophomore
Sujay Lopez,16,0.7,2,47,Marketing,Senior
Gavin Johnson,17,0.52,2,47,Early Childhood Education,Senior
Josh Brown,17,3.18,2,19,Early Childhood Education,Freshman
Cal Miller,14,3.42,3,53,Computer Science,Freshman
Sam Taylor,18,3.22,0,42,Bio Med,Freshman
Azria Moore,17,1.79,0,49,Engineering,Senior
Abby Brown,16,0.61,3,2,Marketing,Sophomore
Cal Smith,18,0.38,2,21,Early Childhood Education,Junior
Dutch Wilson,18,4.31,0,33,Business,Freshman
Manny Garcia,19,0.7,3,17,Engineering,Junior
Joe Rodriguez,15,0.32,1,20,Computer Science,Senior
Cal Lopez,19,0.7,0,21,Culinary,Senior
Kelsey Johnson,17,2.96,3,8,Bio Med,Sophomore
Emm Johnson,17,3.98,1,18,Bio Med,Junior
Alice Lopez,17,3.2,0,3,Early Childhood Education,Sophomore
Sam Brown,18,1.22,0,8,Criminal Justice,Freshman
Josh Martin,15,0.59,3,48,Early College,Sophomore
Dutch Thomas,18,0.38,2,53,Culinary,Freshman
Azria Martinez,14,4.34,3,14,Criminal Justice,Senior
Joe Moore,15,1.95,0,37,Criminal Justice,Freshman
Cal Martinez,16,4.03,0,13,Construction,Sophomore
Kelsey Brown,14,1.49,0,21,Criminal Justice,Senior
Azria Thomas,17,1.0,3,44,Culinary,Senior
Josh Rodriguez,19,0.61,3,20,Business,Senior
Vihaan Gonzalez,16,1.63,2,7,Early College,Senior
Alice Hernandez,19,3.17,3,37,Criminal Justice,Junior
Sujay Brown,17,3.28,2,47,Early Childhood Education,Sophomore
Dutch Taylor,16,2.1,0,7,Computer Science,Sophomore
Gavin Davis,18,2.56,3,49,Bio Med,Senior
Gavin Martin,17,1.86,3,25,Criminal Justice,Sophomore
Alice Anderson,16,0.69,3,26,Engineering,Junior
Manny Lopez,16,4.15,2,5,Marketing,Freshman
Abby Williams,17,1.46,3,28,Early Childhood Education,Senior
Josh Martinez,15,2.48,0,5,Criminal Justice,Senior
Vihaan Hernandez,18,1.52,0,49,Early College,Sophomore
Manny Moore,15,2.35,3,16,Bio Med,Junior
Cal Hernandez,18,3.36,1,51,Criminal Justice,Sophomore
Avery Rodriguez,19,0.63,3,32,Computer Science,Senior
Sujay Martinez,19,0.91,0,60,Construction,Junior
Sam Moore,15,0.37,0,0,Engineering,Senior
Kelsey Wilson,14,3.03,3,60,Engineering,Freshman
Dutch Williams,18,1.17,1,8,Culinary,Junior
Abby Anderson,18,3.51,2,24,Computer Science,Sophomore
Abby Davis,17,1.43,2,2,Culinary,Senior
Sam Rodriguez,17,3.42,0,8,Engineering,Sophomore
Joe Davis,15,1.36,0,53,Bio Med,Freshman
Joe Brown,15,4.15,0,57,Bio Med,Sophomore
Sam Rodriguez,19,1.8,0,6,Early Childhood Education,Sophomore
Sam Moore,16,2.91,0,4,Computer Science,Freshman
Cal Martinez,17,2.34,0,51,Early Childhood Education,Senior
Alice Brown,18,3.25,0,25,Computer Science,Senior
Sujay Anderson,18,3.5,2,1,Culinary,Junior
Vihaan Smith,19,1.15,1,5,Early College,Freshman
Kelsey Anderson,16,1.1,3,38,Business,Sophomore
Nate Smith,15,2.04,0,26,Early Childhood Education,Sophomore
Abby Smith,17,4.37,3,26,Bio Med,Sophomore
Azria Wilson,15,3.77,3,4,Computer Science,Sophomore
Manny Jones,17,4.27,0,21,Computer Science,Sophomore
Sam Lopez,17,4.0,2,6,Bio Med,Sophomore
Josh Garcia,14,2.67,1,15,Culinary,Sophomore
Emm Martin,18,1.52,1,42,Engineering,Freshman
Abby Miller,18,2.64,3,13,Culinary,Freshman
Sam Hernandez,16,3.1,1,43,Business,Senior
Emm Martinez,17,1.19,2,46,Early Childhood Education,Freshman
Azria Johnson,16,3.91,0,59,Culinary,Senior
Josh Miller,15,3.58,3,8,Business,Senior
Abby Wilson,15,1.56,1,3,Business,Freshman
Abby Wilson,18,3.87,3,1,Business,Junior
Emm Moore,18,3.02,1,25,Computer Science,Junior
Alice Jones,14,1.73,0,16,Business,Sophomore
Nate Moore,17,3.52,3,33,Bio Med,Freshman
Sujay Martinez,17,3.98,3,55,Computer Science,Freshman
Joe Johnson,16,0.51,1,57,Marketing,Sophomore
Gavin Jones,17,0.76,1,1,Culinary,Junior
Joe Davis,18,0.95,2,49,Criminal Justice,Senior
Kelsey Davis,15,4.39,2,27,Engineering,Freshman
Gavin Moore,16,3.96,3,2,Early Childhood Education,Junior
Emm Williams,14,2.48,0,20,Computer Science,Sophomore
Azria Davis,16,0.47,3,1,Early Childhood Education,Senior
Manny Martinez,16,2.02,2,34,Marketing,Freshman
Avery Rodriguez,15,2.94,2,18,Culinary,Freshman
Manny Williams,18,2.06,1,25,Computer Science,Junior
Azria Martin,15,1.57,0,40,Criminal Justice,Senior
Joe Martin,16,1.68,1,19,Business,Freshman
Joe Jackson,19,2.64,0,32,Construction,Junior
Kelsey Jackson,17,2.69,1,24,Early College,Junior
Dutch Gonzalez,15,1.74,1,6,Computer Science,Freshman
Cal Jones,15,0.36,1,45,Early Childhood Education,Junior
Abby Lopez,17,0.41,2,20,Culinary,Sophomore
Abby Taylor,17,2.73,1,11,Construction,Junior
Manny Anderson,18,2.15,0,56,Business,Sophomore
Alice Thomas,19,2.15,2,16,Criminal Justice,Sophomore
Emm Martin,15,3.64,1,31,Construction,Senior
Sam Wilson,19,1.82,3,35,Business,Freshman
Cal Miller,19,2.59,3,56,Bio Med,Junior
Dutch Johnson,17,3.82,0,52,Culinary,Freshman
Josh Anderson,16,0.67,2,29,Construction,Freshman
Abby Brown,17,3.33,3,53,Engineering,Freshman
Abby Jackson,18,3.14,0,3,Engineering,Sophomore
Abby Smith,18,3.78,0,39,Engineering,Junior
Sam Jackson,17,4.19,3,44,Early Childhood Education,Senior
Dutch Lopez,18,3.7,3,52,Business,Freshman
Sam Anderson,18,0.79,2,24,Early Childhood Education,Junior
Manny Thomas,14,3.58,1,10,Business,Sophomore
Sam Jackson,14,1.59,3,12,Construction,Freshman
Alice Gonzalez,14,2.04,1,1,Bio Med,Senior
Joe Williams,14,2.18,1,51,Culinary,Freshman
Nate Jackson,15,3.25,3,56,Computer Science,Freshman
Gavin Hernandez,16,1.74,3,0,Bio Med,Junior
Cal Miller,19,1.66,0,43,Criminal Justice,Freshman
Alice Wilson,18,1.25,1,40,Early College,Senior
Azria Rodriguez,14,1.06,0,59,Criminal Justice,Junior
Cal Jones,18,0.96,0,34,Culinary,Freshman
Josh Martin,14,1.15,0,31,Criminal Justice,Sophomore
Joe Gonzalez,18,1.02,2,57,Early Childhood Education,Freshman
Nate Davis,14,1.75,2,59,Culinary,Senior
Joe Johnson,16,4.16,2,20,Early College,Senior
Nate Gonzalez,18,0.84,1,45,Culinary,Senior
Avery Smith,16,3.44,1,40,Engineering,Senior
Avery Jones,16,3.9,2,47,Construction,Senior
Kelsey Jackson,16,1.27,2,60,Marketing,Senior
Nate Hernandez,16,0.49,1,37,Computer Science,Senior
Sam Anderson,17,2.68,3,53,Business,Sophomore
Joe Lopez,19,2.89,2,17,Business,Senior
Cal Miller,17,3.07,1,26,Construction,Sophomore
Vihaan Wilson,19,2.82,1,15,Construction,Sophomore
Abby Johnson,17,0.68,3,14,Early College,Junior
Cal Thomas,15,0.44,1,11,Business,Freshman
Kelsey Jackson,16,1.98,2,17,Bio Med,Junior
Emm Williams,19,2.98,0,58,Engineering,Freshman
Emm Miller,18,3.06,3,28,Construction,Senior
Josh Anderson,14,2.58,0,16,Criminal Justice,Freshman
Avery Smith,14,2.83,0,28,Early College,Sophomore
Abby Taylor,17,1.36,2,40,Culinary,Sophomore
Azria Thomas,15,2.89,3,16,Early Childhood Education,Sophomore
Dutch Hernandez,17,2.67,2,46,Early Childhood Education,Senior
Sam Lopez,14,3.55,3,45,Engineering,Junior
Vihaan Davis,16,1.99,3,41,Construction,Junior
Gavin Wilson,19,4.24,1,58,Computer Science,Senior
Joe Hernandez,14,1.42,2,9,Criminal Justice,Sophomore
Emm Thomas,18,1.98,1,9,Computer Science,Freshman
