Name,Age,GPA,Credits Completed,Year,Pathway
Elijah Davis,14,3.77,3,Victory Lap,Engineering
Van Foster,17,1.01,23,Junior,Early Childhood Education
Elijah Miller,18,1.36,14,Senior,Criminal Justice
Danielle DeFreitas,17,3.23,36,Senior,Early College
Aiden Jones,19,2.62,32,Sophomore,Marketing
Roman Manukyan,17,1.46,9,Sophomore,Culinary
Keaton Fogarty,14,3.73,50,Senior,Engineering
Kaden Manukyan,16,4.19,56,Junior,Bio Med
Van DeFreitas,14,0.89,33,Junior,Criminal Justice
Elijah Willaims,17,1.59,25,Victory Lap,Early College
Lucian Anderson,16,0.34,11,Senior,Construction
Joe Brown,17,3.34,50,Victory Lap,Engineering
Eliana DeFreitas,19,1.48,57,Freshman,Criminal Justice
Kyan Anderson,16,3.69,49,Sophomore,Computer Science
Kaden Fogarty,19,2.12,19,Junior,Construction
Mac Davis,14,3.51,38,Victory Lap,Construction
Marge Willaims,19,0.68,20,Sophomore,Business
Mac Wilson,18,1.17,18,Senior,Early Childhood Education
Van Moore,15,0.38,26,Freshman,Engineering
Noah DeFreitas,17,3.62,8,Freshman,Computer Science
Jane Brown,19,2.55,40,Junior,Culinary
Elijah Manukyan,18,2.61,17,Sophomore,Criminal Justice
Emmy Davis,18,1.75,59,Junior,Engineering
Jill Willaims,19,2.75,23,Freshman,Construction
Noah Anderson,18,3.99,38,Freshman,Bio Med
Kaden Johnson,15,2.81,16,Victory Lap,Culinary
Jane Anderson,16,1.8,57,Sophomore,Bio Med
Roman Willaims,17,1.1,17,Sophomore,Culinary
Noah Manukyan,14,1.68,9,Sophomore,Marketing
Emmy Willaims,16,4.18,13,Junior,Business
Jane DeFreitas,16,3.31,43,Sophomore,Engineering
Jill Davis,15,0.55,12,Victory Lap,Marketing
Kyan Willaims,14,2.89,45,Junior,Criminal Justice
Eliana Jones,16,1.87,32,Junior,Business
Katerina Foster,15,3.14,24,Victory Lap,Construction
Van Fogarty,17,0.67,10,Victory Lap,Criminal Justice
Alexis Davis,18,1.3,44,Senior,Engineering
Danielle Anderson,17,2.81,34,Senior,Bio Med
Noah Garcia,19,1.93,29,Senior,Construction
Kyan Fogarty,14,3.57,37,Senior,Business
Lucian Moore,15,3.85,50,Sophomore,Bio Med
Jane Anderson,19,2.06,0,Freshman,Engineering
Emmy DeFreitas,19,2.88,38,Victory Lap,Business
Aiden Manukyan,17,3.82,54,Victory Lap,Criminal Justice
Rachel Davis,14,0.5,20,Sophomore,Early College
Emma Johnson,14,1.78,51,Freshman,Culinary
Joe Jones,19,3.52,39,Victory Lap,Criminal Justice
Katerina Jones,19,1.55,13,Junior,Marketing
Elijah Brown,14,2.36,47,Freshman,Early Childhood Education
Kyan Miller,17,2.5,1,Sophomore,Construction
Rachel Jones,15,2.66,17,Freshman,Early College
Lisa Smith,17,3.57,60,Freshman,Early College
Joe Willaims,17,2.0,18,Victory Lap,Early Childhood Education
Kaden Fogarty,14,0.58,5,Junior,Early Childhood Education
Kaden Johnson,14,1.49,32,Junior,Marketing
Lucian Fogarty,16,3.27,2,Senior,Marketing
Alexis Smith,16,3.82,30,Senior,Culinary
Joe Davis,19,1.12,23,Senior,Bio Med
Emma Garcia,18,2.25,31,Sophomore,Early College
Joe Anderson,15,1.92,24,Sophomore,Computer Science
Eliana Foster,17,2.23,37,Freshman,Early College
Joe Anderson,15,0.5,51,Senior,Early College
Marge DeFreitas,18,2.52,39,Junior,Marketing
Eliana Manukyan,17,1.85,34,Junior,Marketing
Emmy Davis,17,2.36,3,Senior,Computer Science
Ben Anderson,17,4.06,29,Victory Lap,Culinary
Rachel Garcia,16,3.91,51,Freshman,Early Childhood Education
Van Moore,15,4.19,31,Senior,Bio Med
Kyan Fogarty,14,1.48,52,Victory Lap,Criminal Justice
Danielle Anderson,17,2.1,3,Senior,Culinary
Jill Wilson,18,0.77,57,Junior,Business
Emmy Moore,17,1.82,28,Sophomore,Marketing
Ben Foster,17,0.53,38,Sophomore,Bio Med
Danielle Wilson,14,1.27,6,Sophomore,Criminal Justice
Rachel Jones,17,3.53,36,Senior,Criminal Justice
Kaden Brown,14,1.32,36,Freshman,Computer Science
Ben Johnson,19,0.57,7,Junior,Engineering
Noah Smith,18,1.12,5,Victory Lap,Computer Science
Rachel Manukyan,19,1.9,49,Junior,Bio Med
Lisa Miller,18,0.43,34,Freshman,Early Childhood Education
Andrew Fogarty,15,2.22,1,Junior,Criminal Justice
Alexis Anderson,18,3.64,54,Freshman,Marketing
Keaton Manukyan,14,2.58,15,Victory Lap,Construction
Katerina Brown,14,1.14,3,Victory Lap,Marketing
Joe Foster,18,2.58,45,Senior,Early College
Mac Jones,15,1.87,47,Victory Lap,Computer Science
Ben Smith,18,2.43,58,Freshman,Criminal Justice
Elijah Fogarty,18,2.44,13,Freshman,Engineering
Van Wilson,17,1.42,50,Victory Lap,Criminal Justice
Rachel Davis,18,3.78,4,Senior,Marketing
Andrew Anderson,16,3.47,21,Senior,Criminal Justice
Emma Smith,14,2.24,42,Sophomore,Engineering
Andrew Johnson,14,1.73,17,Sophomore,Early Childhood Education
Benedict Wilson,14,1.19,22,Junior,Construction
Noah Davis,14,1.16,22,Senior,Bio Med
Mac Johnson,19,3.77,53,Senior,Computer Science
Eliana Wilson,14,2.9,17,Sophomore,Marketing
Katerina Miller,15,3.29,13,Freshman,Early College
Ben Davis,19,1.91,6,Freshman,Criminal Justice
Ben Jones,19,2.64,26,Junior,Construction
Marge Smith,17,3.5,52,Victory Lap,Bio Med
Ben Manukyan,18,0.36,12,Freshman,Criminal Justice
Jill Miller,18,4.06,41,Freshman,Computer Science
Aiden Moore,19,0.76,23,Freshman,Early College
Jane DeFreitas,15,1.17,40,Sophomore,Culinary
Mac Moore,16,2.5,34,Junior,Early College
Benedict Smith,15,2.07,31,Freshman,Early College
Mac Manukyan,14,0.74,13,Sophomore,Engineering
Marge Jones,14,0.81,24,Sophomore,Bio Med
Katerina Miller,19,0.77,8,Junior,Early Childhood Education
Emmy Jones,19,1.6,21,Junior,Culinary
Kyan Fogarty,16,2.35,58,Sophomore,Culinary
Jane Anderson,18,2.2,2,Freshman,Bio Med
Emmy Smith,15,3.59,22,Junior,Early College
Kaden Miller,14,2.02,18,Victory Lap,Early College
Roman Foster,15,0.92,4,Victory Lap,Bio Med
Alexis Davis,14,0.65,42,Junior,Computer Science
Kyan Brown,15,3.08,47,Sophomore,Criminal Justice
Danielle Brown,16,2.24,53,Junior,Business
Roman DeFreitas,19,2.69,35,Sophomore,Business
Jill Moore,16,1.36,22,Sophomore,Business
Aiden Wilson,18,1.93,48,Senior,Computer Science
Aiden Jones,18,2.58,34,Senior,Criminal Justice
Kyan Willaims,14,1.9,29,Victory Lap,Marketing
Roman Anderson,16,3.86,31,Freshman,Business
Keaton Davis,17,1.4,50,Senior,Early Childhood Education
Ben Willaims,16,2.4,50,Victory Lap,Marketing
Joe Jones,14,2.08,21,Junior,Early College
Rachel Manukyan,18,3.9,51,Freshman,Construction
Lucian Garcia,16,2.06,51,Sophomore,Construction
Keaton Davis,14,2.82,38,Junior,Early College
Rachel DeFreitas,18,1.02,59,Sophomore,Construction
Mac Davis,17,3.8,17,Freshman,Bio Med
Eliana Brown,17,0.86,40,Victory Lap,Early Childhood Education
Emma Willaims,15,3.68,24,Victory Lap,Criminal Justice
Jane Fogarty,17,3.37,10,Senior,Construction
Joe Smith,18,4.08,41,Freshman,Early College
Danielle Manukyan,14,1.99,36,Freshman,Bio Med
Elijah Foster,14,3.98,7,Freshman,Culinary
Katerina DeFreitas,15,4.25,14,Freshman,Bio Med
Katerina DeFreitas,19,3.15,16,Victory Lap,Engineering
Emmy DeFreitas,19,3.71,28,Sophomore,Criminal Justice
Joe Davis,16,4.0,9,Victory Lap,Engineering
Eliana Willaims,19,2.28,32,Freshman,Computer Science
Kaden Brown,17,3.71,56,Senior,Bio Med
Ben Fogarty,16,1.83,46,Sophomore,Computer Science
Roman Willaims,19,1.07,9,Victory Lap,Bio Med
Lisa Fogarty,18,0.35,0,Sophomore,Culinary
Noah Miller,17,1.63,22,Senior,Business
Ben Johnson,17,3.6,32,Sophomore,Culinary
Elijah Anderson,19,1.8,14,Sophomore,Construction
Elijah Foster,17,0.73,53,Freshman,Business
Joe Manukyan,19,1.33,3,Freshman,Marketing
Emmy Wilson,19,0.42,25,Sophomore,Criminal Justice
Keaton Johnson,18,1.61,38,Sophomore,Construction
Marge DeFreitas,16,4.29,44,Junior,Marketing
Lisa Fogarty,18,3.3,13,Freshman,Engineering
Mac Foster,18,1.45,48,Junior,Early College
Emmy Johnson,18,1.07,53,Victory Lap,Culinary
Andrew Davis,16,1.3,29,Senior,Computer Science
Danielle Fogarty,17,2.52,24,Sophomore,Construction
Keaton Davis,16,3.38,30,Senior,Early Childhood Education
Elijah Brown,15,3.57,11,Sophomore,Criminal Justice
Eliana Manukyan,14,0.78,45,Junior,Business
Rachel Anderson,14,2.34,32,Junior,Engineering
Katerina Johnson,19,3.98,9,Junior,Early College
Roman Davis,18,2.2,53,Junior,Culinary
Kaden Wilson,16,0.62,43,Junior,Marketing
Roman Garcia,17,3.45,60,Junior,Bio Med
Ben Jones,16,0.58,48,Senior,Construction
Van Brown,19,0.9,58,Junior,Criminal Justice
Danielle Fogarty,18,2.65,49,Freshman,Engineering
Lucian Wilson,19,1.21,36,Freshman,Marketing
Andrew Fogarty,18,3.31,49,Senior,Culinary
Lisa Foster,14,1.18,21,Sophomore,Criminal Justice
Ben Fogarty,16,1.9,35,Senior,Bio Med
Marge Davis,16,1.98,22,Freshman,Early Childhood Education
Elijah Jones,19,4.14,39,Sophomore,Culinary
Emmy Wilson,14,3.21,27,Freshman,Early Childhood Education
Elijah Davis,15,1.36,58,Victory Lap,Early College
Marge Moore,19,2.92,39,Sophomore,Early College
Jane Davis,18,1.19,44,Sophomore,Criminal Justice
Ben DeFreitas,17,1.64,1,Junior,Engineering
Ben Garcia,19,2.2,49,Freshman,Early College
Mac Willaims,19,0.46,28,Victory Lap,Marketing
Kaden Moore,17,3.16,57,Freshman,Business
Ben Wilson,15,2.86,38,Junior,Engineering
Emmy Garcia,14,2.61,16,Freshman,Early Childhood Education
Mac Jones,18,2.66,2,Freshman,Marketing
Aiden Moore,15,3.51,40,Senior,Culinary
Emmy Smith,18,1.35,3,Junior,Marketing
Van Miller,14,2.46,38,Junior,Construction
Andrew Garcia,14,3.86,15,Junior,Early Childhood Education
Elijah Moore,16,2.91,35,Sophomore,Early Childhood Education
Emmy Moore,14,0.79,48,Senior,Culinary
Jane Johnson,18,0.94,19,Sophomore,Business
Joe Willaims,14,2.38,6,Freshman,Early Childhood Education
Alexis Fogarty,15,2.67,48,Sophomore,Bio Med
Kyan Johnson,17,1.43,15,Junior,Early College
Lucian Garcia,18,3.3,9,Sophomore,Early College
Elijah Moore,14,2.63,34,Freshman,Engineering
Emmy DeFreitas,18,4.24,6,Sophomore,Culinary
Danielle Willaims,16,3.67,21,Freshman,Marketing
Katerina Jones,16,0.49,45,Victory Lap,Early Childhood Education
Eliana Fogarty,15,1.0,8,Senior,Early Childhood Education
Elijah Smith,16,1.69,14,Freshman,Marketing
Kyan DeFreitas,16,1.61,6,Junior,Construction
Alexis Jones,17,2.84,14,Freshman,Early Childhood Education
Ben Wilson,19,2.63,52,Victory Lap,Computer Science
Danielle Moore,18,1.46,2,Senior,Engineering
Joe DeFreitas,17,0.41,47,Junior,Computer Science
Jane Brown,14,4.07,54,Victory Lap,Criminal Justice
Marge Brown,14,4.26,22,Sophomore,Construction
Joe Jones,19,1.11,39,Junior,Culinary
Emmy Fogarty,18,3.47,8,Junior,Computer Science
Kyan DeFreitas,19,2.22,7,Sophomore,Engineering
Benedict Garcia,16,3.84,37,Victory Lap,Culinary
Van Willaims,15,0.41,17,Victory Lap,Engineering
Eliana Moore,16,3.45,20,Senior,Marketing
Aiden Smith,18,1.18,25,Sophomore,Construction
Benedict Smith,14,1.14,11,Senior,Criminal Justice
Kyan Smith,14,3.95,9,Victory Lap,Business
Van Johnson,17,2.24,45,Victory Lap,Criminal Justice
Alexis DeFreitas,15,3.78,43,Freshman,Culinary
Van Wilson,16,3.45,36,Junior,Business
Aiden Davis,19,3.68,52,Junior,Engineering
Katerina Willaims,16,3.97,21,Senior,Culinary
Keaton Miller,17,0.76,55,Freshman,Construction
Ben Garcia,18,2.78,1,Senior,Engineering
Van Foster,18,2.18,34,Victory Lap,Early College
Kaden Wilson,14,2.11,35,Victory Lap,Culinary
Rachel Smith,15,1.44,55,Victory Lap,Criminal Justice
Eliana Brown,17,3.52,39,Junior,Computer Science
Katerina Jones,18,3.68,10,Junior,Computer Science
Eliana Manukyan,14,1.37,44,Freshman,Early College
Lucian Miller,19,4.08,50,Sophomore,Marketing
Kyan Garcia,17,1.72,0,Victory Lap,Culinary
Aiden Jones,15,1.11,55,Sophomore,Early College
Noah Fogarty,15,1.45,35,Freshman,Marketing
Kyan Davis,16,0.62,26,Junior,Criminal Justice
Roman Brown,15,2.1,17,Junior,Computer Science
Emmy Foster,18,1.35,7,Senior,Computer Science
Danielle Anderson,18,3.59,2,Senior,Construction
Lucian DeFreitas,15,2.5,25,Sophomore,Early Childhood Education
Lucian Jones,16,0.46,33,Freshman,Early Childhood Education
Andrew Jones,17,1.94,6,Sophomore,Bio Med
Lisa Manukyan,15,2.97,42,Sophomore,Business
Kaden Wilson,15,0.87,47,Senior,Bio Med
Danielle Garcia,17,0.94,48,Sophomore,Bio Med
Kaden Smith,16,3.85,34,Freshman,Marketing
Katerina Anderson,19,3.86,59,Freshman,Early Childhood Education
Kaden Foster,19,0.66,41,Freshman,Criminal Justice
Benedict Fogarty,19,4.27,37,Junior,Engineering
Marge Smith,19,2.85,10,Senior,Criminal Justice
Danielle Garcia,14,0.66,40,Freshman,Business
Andrew Smith,17,1.89,44,Victory Lap,Early Childhood Education
Lucian Brown,16,3.72,35,Freshman,Construction
Emmy Willaims,17,1.36,44,Junior,Construction
Roman Smith,15,3.88,9,Sophomore,Engineering
Jane Wilson,17,3.25,54,Freshman,Business
Rachel Willaims,18,3.21,45,Sophomore,Marketing
Kyan Moore,18,2.66,28,Junior,Early Childhood Education
Rachel Wilson,16,1.36,50,Senior,Construction
Jane Garcia,19,2.71,22,Junior,Culinary
Rachel Brown,17,1.31,27,Junior,Early College
Rachel Smith,14,3.01,54,Sophomore,Computer Science
Aiden Miller,16,1.9,18,Victory Lap,Criminal Justice
Andrew Brown,15,3.02,29,Junior,Early Childhood Education
Katerina Manukyan,17,0.89,14,Senior,Computer Science
Jane Fogarty,15,3.87,4,Freshman,Culinary
Danielle Fogarty,15,0.97,20,Victory Lap,Marketing
Jane Garcia,16,1.18,41,Sophomore,Culinary
Alexis Miller,16,2.64,47,Junior,Computer Science
Danielle Manukyan,16,1.74,53,Victory Lap,Engineering
Kaden Brown,18,1.42,3,Victory Lap,Engineering
Eliana Johnson,14,1.68,7,Victory Lap,Engineering
Lisa Garcia,16,1.46,18,Victory Lap,Early College
Eliana Jones,16,2.61,0,Freshman,Marketing
Aiden Miller,16,0.35,13,Victory Lap,Bio Med
Katerina Miller,15,3.8,13,Freshman,Business
Kyan Garcia,16,1.25,11,Victory Lap,Business
Marge Johnson,14,3.29,53,Senior,Early Childhood Education
Eliana Foster,19,1.88,34,Sophomore,Engineering
Danielle Foster,15,4.29,29,Sophomore,Culinary
Kyan Foster,18,1.16,6,Junior,Early College
Jane Garcia,18,3.53,2,Senior,Early College
Elijah Garcia,14,1.11,14,Sophomore,Business
Benedict Davis,16,1.29,48,Victory Lap,Marketing
Joe Foster,18,1.32,41,Senior,Early College
Roman Anderson,14,3.8,11,Freshman,Culinary
Danielle Willaims,14,2.56,58,Freshman,Early College
Benedict Smith,19,2.43,31,Senior,Culinary
Marge Davis,18,4.11,14,Sophomore,Business
Ben Brown,18,3.18,9,Freshman,Business
Keaton Garcia,19,2.54,20,Senior,Business
Eliana DeFreitas,15,1.41,10,Victory Lap,Construction
Elijah Moore,14,2.56,54,Sophomore,Early College
Andrew Moore,18,3.97,36,Junior,Computer Science
Kaden DeFreitas,18,4.13,53,Freshman,Marketing
Benedict Wilson,14,1.2,2,Senior,Culinary
Andrew Miller,16,2.72,59,Sophomore,Engineering
Elijah Wilson,14,2.74,17,Senior,Engineering
Katerina DeFreitas,14,0.95,13,Freshman,Early Childhood Education
Benedict Smith,17,1.07,59,Junior,Culinary
Elijah Brown,14,3.52,59,Junior,Construction
Joe Miller,14,3.3,19,Junior,Marketing
Roman Johnson,17,3.94,26,Junior,Construction
Rachel DeFreitas,14,3.75,41,Senior,Engineering
Andrew Davis,16,2.48,42,Sophomore,Engineering
Emmy DeFreitas,16,1.19,29,Junior,Criminal Justice
Andrew Garcia,14,3.69,29,Sophomore,Criminal Justice
Keaton Wilson,14,2.17,39,Senior,Early Childhood Education
Andrew Brown,16,1.72,7,Victory Lap,Engineering
Ben Moore,18,3.89,49,Senior,Engineering
Noah Fogarty,17,3.9,3,Victory Lap,Early Childhood Education
Roman Brown,15,3.35,35,Victory Lap,Marketing
Emmy Foster,16,3.06,31,Sophomore,Criminal Justice
Lucian Davis,17,3.16,12,Victory Lap,Early College
Emmy Brown,15,1.17,39,Freshman,Business
Ben Moore,14,0.88,12,Victory Lap,Bio Med
Emma Garcia,16,2.89,17,Sophomore,Construction
Jill Brown,19,2.59,27,Freshman,Computer Science
Emma Garcia,19,0.32,58,Junior,Computer Science
Benedict DeFreitas,17,2.17,31,Victory Lap,Early Childhood Education
Ben Smith,18,0.48,47,Junior,Bio Med
Emma DeFreitas,18,1.26,38,Sophomore,Early College
Roman Jones,18,3.63,26,Freshman,Culinary
Alexis Manukyan,19,2.96,57,Senior,Construction
Mac Fogarty,14,2.49,45,Sophomore,Early College
Marge Brown,16,3.85,20,Junior,Early Childhood Education
Benedict Garcia,19,1.97,18,Victory Lap,Construction
Emma Fogarty,18,1.46,26,Senior,Culinary
Elijah Manukyan,16,0.4,36,Victory Lap,Business
Roman Garcia,16,2.89,28,Sophomore,Engineering
Roman Davis,18,1.1,4,Senior,Culinary
Emma Moore,17,1.15,22,Junior,Culinary
Emma DeFreitas,16,2.09,48,Victory Lap,Criminal Justice
Marge Foster,16,1.7,2,Senior,Culinary
Roman Anderson,18,1.52,32,Freshman,Early Childhood Education
Van Davis,18,1.07,44,Junior,Business
Andrew Willaims,17,1.42,11,Sophomore,Construction
Eliana Anderson,17,0.62,40,Senior,Marketing
Van Willaims,18,3.2,59,Freshman,Culinary
Benedict Wilson,17,2.52,1,Junior,Early Childhood Education
Van Foster,16,2.91,13,Senior,Early College
Danielle Johnson,15,2.61,50,Victory Lap,Construction
Roman Garcia,14,0.39,27,Freshman,Early Childhood Education
Danielle Miller,15,3.19,26,Sophomore,Construction
Ben Davis,18,3.71,28,Junior,Computer Science
Joe Manukyan,19,2.76,36,Senior,Construction
Mac Wilson,19,1.66,8,Sophomore,Culinary
Marge Davis,14,1.13,56,Senior,Construction
Andrew Brown,16,2.18,40,Junior,Culinary
Marge Foster,18,2.16,55,Senior,Business
Elijah Jones,19,2.94,39,Junior,Construction
Joe Foster,19,2.85,55,Freshman,Marketing
Benedict Davis,18,2.11,6,Freshman,Early Childhood Education
Keaton Smith,16,1.59,27,Junior,Early Childhood Education
Van Smith,18,3.52,53,Senior,Engineering
Noah Johnson,18,3.44,21,Freshman,Bio Med
Alexis Smith,19,0.46,60,Freshman,Criminal Justice
Kaden Johnson,15,3.63,36,Victory Lap,Computer Science
Lucian Moore,14,0.82,54,Victory Lap,Engineering
Andrew Willaims,14,0.83,16,Victory Lap,Bio Med
Rachel Fogarty,14,1.64,42,Junior,Marketing
Jane Wilson,18,4.28,48,Junior,Early Childhood Education
Keaton Garcia,14,0.83,6,Victory Lap,Computer Science
Alexis Jones,18,0.5,50,Freshman,Early Childhood Education
Mac Jones,14,4.08,45,Victory Lap,Marketing
Kyan Moore,14,0.75,59,Sophomore,Business
Elijah Willaims,18,0.89,25,Junior,Computer Science
Elijah DeFreitas,19,0.95,40,Junior,Business
Emma Johnson,15,1.44,26,Victory Lap,Business
Lisa Brown,14,3.84,45,Junior,Construction
Andrew Fogarty,14,3.4,15,Junior,Business
Elijah Moore,16,0.95,34,Senior,Criminal Justice
Noah Wilson,19,1.04,38,Sophomore,Early Childhood Education
Eliana DeFreitas,14,4.22,43,Freshman,Bio Med
Andrew Wilson,17,1.53,28,Senior,Criminal Justice
Kyan Smith,15,3.71,9,Sophomore,Marketing
Andrew Jones,18,4.14,36,Victory Lap,Bio Med
Marge Foster,18,4.0,41,Senior,Early College
Joe Johnson,18,0.96,54,Freshman,Early College
Lucian Miller,14,3.7,29,Junior,Marketing
Benedict Smith,14,1.37,45,Sophomore,Business
Mac DeFreitas,18,1.52,28,Sophomore,Bio Med
Emmy Moore,15,2.12,59,Sophomore,Marketing
Jane Smith,14,2.43,48,Junior,Business
Mac Foster,14,1.57,34,Junior,Computer Science
Rachel Brown,15,0.71,10,Senior,Business
Mac Manukyan,14,0.9,15,Freshman,Computer Science
Emmy Willaims,16,1.11,49,Victory Lap,Engineering
Jane Garcia,18,2.45,10,Junior,Business
Noah Manukyan,16,3.93,20,Freshman,Culinary
Elijah Manukyan,19,4.0,54,Junior,Marketing
Emma Manukyan,14,3.62,43,Junior,Culinary
Emma Moore,19,0.95,8,Victory Lap,Construction
Rachel Jones,19,1.47,9,Victory Lap,Engineering
Joe Smith,19,2.33,35,Victory Lap,Marketing
Noah Foster,19,3.23,25,Senior,Construction
Jill Moore,16,1.7,43,Senior,Business
Van Davis,17,3.95,22,Junior,Marketing
Benedict Smith,18,0.75,30,Victory Lap,Early Childhood Education
Benedict Miller,18,0.87,58,Junior,Engineering
Danielle Miller,17,0.77,26,Sophomore,Early Childhood Education
Rachel DeFreitas,15,2.97,18,Senior,Criminal Justice
Danielle Fogarty,18,2.15,17,Sophomore,Business
Keaton Fogarty,16,4.3,37,Junior,Culinary
Joe DeFreitas,16,3.92,14,Victory Lap,Bio Med
Aiden Jones,14,1.18,23,Victory Lap,Bio Med
Benedict Willaims,19,0.42,1,Senior,Criminal Justice
Noah Davis,16,2.83,43,Victory Lap,Business
Kyan Garcia,16,2.63,29,Victory Lap,Early Childhood Education
Roman Davis,16,3.59,1,Senior,Marketing
Keaton Manukyan,17,3.29,13,Sophomore,Culinary
Benedict Smith,18,2.83,41,Freshman,Business
Mac Foster,18,0.46,18,Senior,Early College
Danielle Garcia,17,2.46,22,Victory Lap,Early Childhood Education
Kaden Jones,15,3.85,45,Victory Lap,Computer Science
Emma Davis,16,1.78,30,Freshman,Marketing
Keaton Willaims,14,2.96,18,Sophomore,Bio Med
Mac Manukyan,15,1.07,7,Freshman,Engineering
Alexis Anderson,17,3.33,13,Sophomore,Criminal Justice
Ben Wilson,18,3.98,59,Senior,Criminal Justice
Joe Moore,15,1.96,31,Freshman,Business
Aiden Foster,14,1.86,38,Sophomore,Criminal Justice
Lucian Garcia,14,3.46,19,Sophomore,Business
Ben Wilson,17,4.22,38,Freshman,Construction
Katerina Davis,18,2.77,34,Senior,Criminal Justice
Joe Wilson,17,1.18,41,Senior,Computer Science
Katerina Smith,15,3.28,57,Sophomore,Construction
Andrew Anderson,18,1.99,60,Junior,Marketing
Andrew Wilson,19,0.35,13,Junior,Construction
Keaton Manukyan,15,3.35,37,Freshman,Computer Science
Lucian Anderson,18,1.9,7,Freshman,Bio Med
Keaton Moore,17,3.36,17,Freshman,Marketing
Elijah Anderson,16,2.16,16,Sophomore,Business
Katerina Manukyan,16,0.95,24,Freshman,Culinary
Benedict Davis,16,4.06,17,Junior,Computer Science
Jane Johnson,18,1.01,39,Junior,Business
Kaden Miller,18,2.55,25,Junior,Business
Ben Manukyan,18,2.75,26,Junior,Computer Science
Danielle Davis,17,1.56,4,Freshman,Culinary
Elijah Moore,14,1.06,50,Junior,Early College
Lucian Manukyan,17,2.57,30,Sophomore,Early College
Ben Garcia,17,4.08,13,Senior,Computer Science
Keaton Wilson,19,1.79,54,Sophomore,Bio Med
Keaton Willaims,16,0.91,33,Senior,Construction
Andrew Moore,14,2.95,18,Victory Lap,Computer Science
Kyan Davis,14,2.81,28,Senior,Computer Science
Jane Garcia,18,0.63,48,Victory Lap,Culinary
Alexis Davis,17,3.01,55,Senior,Criminal Justice
Kyan DeFreitas,16,0.94,26,Sophomore,Culinary
Roman Brown,14,1.63,37,Junior,Construction
Benedict DeFreitas,15,2.93,24,Senior,Early Childhood Education
Aiden Willaims,15,3.09,24,Freshman,Bio Med
Alexis Willaims,15,0.54,20,Junior,Computer Science
Eliana Johnson,14,3.67,41,Sophomore,Marketing
Eliana Fogarty,14,1.17,7,Sophomore,Criminal Justice
Rachel Moore,17,0.75,60,Junior,Construction
Emmy Fogarty,15,1.72,9,Junior,Bio Med
Danielle Miller,16,2.43,6,Senior,Business
Andrew Davis,14,2.18,15,Victory Lap,Early Childhood Education
Andrew Jones,18,1.02,34,Freshman,Engineering
Katerina Anderson,16,2.91,47,Victory Lap,Bio Med
Lucian Garcia,15,2.88,27,Victory Lap,Culinary
Lucian Willaims,19,0.91,58,Sophomore,Culinary
Lisa Johnson,19,0.87,49,Senior,Bio Med
Roman Johnson,19,1.3,30,Senior,Engineering
Andrew Brown,19,3.26,42,Sophomore,Early College
Elijah Miller,15,1.68,54,Senior,Construction
Katerina Foster,18,0.5,23,Freshman,Construction
Noah Johnson,17,1.28,35,Freshman,Criminal Justice
Joe Miller,14,2.08,52,Victory Lap,Bio Med
Keaton Anderson,15,1.39,38,Junior,Culinary
Andrew Moore,19,1.61,19,Senior,Culinary
Aiden Moore,15,1.81,59,Victory Lap,Criminal Justice
Alexis Smith,19,1.04,60,Sophomore,Business
Mac Wilson,15,2.81,2,Junior,Early College
Jill Jones,19,3.5,17,Victory Lap,Engineering
Andrew Garcia,19,1.41,5,Freshman,Engineering
Kaden Davis,19,0.75,34,Freshman,Computer Science
Alexis Garcia,14,0.5,17,Senior,Computer Science
Benedict Jones,14,3.9,43,Freshman,Marketing
Eliana Anderson,17,2.07,13,Freshman,Marketing
Lisa Miller,16,2.23,20,Junior,Construction
Rachel Moore,15,4.29,43,Freshman,Business
Roman Miller,17,2.6,33,Freshman,Computer Science
Jill Garcia,19,2.48,60,Sophomore,Early College
Emmy Smith,17,0.92,29,Junior,Engineering
Roman Miller,15,3.61,54,Sophomore,Computer Science
Jane Manukyan,16,3.43,23,Junior,Business
Benedict Willaims,15,1.61,20,Senior,Criminal Justice
Kyan Manukyan,14,2.49,49,Senior,Early College
Jane Smith,19,3.63,49,Senior,Marketing
Ben Manukyan,16,0.84,40,Sophomore,Early College
Emmy Garcia,18,3.34,2,Junior,Marketing
Benedict Anderson,19,4.27,51,Freshman,Business
Danielle Moore,18,2.83,0,Junior,Early Childhood Education
Kaden Jones,16,3.67,9,Junior,Culinary
Marge Wilson,15,3.54,39,Junior,Early Childhood Education
Van Anderson,18,3.86,50,Victory Lap,Marketing
Kaden Garcia,14,0.99,56,Senior,Culinary
Jill Fogarty,17,1.23,24,Senior,Early College
Aiden DeFreitas,17,2.52,47,Freshman,Construction
Mac Anderson,14,1.39,21,Senior,Early Childhood Education
Marge Smith,19,1.22,11,Freshman,Early Childhood Education
Elijah Davis,17,1.21,30,Freshman,Early College
Joe Willaims,18,0.89,53,Sophomore,Early Childhood Education
Emma Fogarty,15,1.86,26,Sophomore,Marketing
Mac Fogarty,14,4.28,47,Sophomore,Bio Med
Roman Fogarty,14,0.83,12,Freshman,Marketing
Andrew Smith,15,2.43,50,Sophomore,Construction
Keaton Foster,19,3.04,56,Senior,Bio Med
Keaton Anderson,18,1.42,45,Freshman,Construction
Keaton Miller,14,1.77,31,Sophomore,Construction
Kaden Garcia,19,3.65,39,Sophomore,Business
