Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Sarah Jackson,22,2.89,0,86,Science,Sophomore
Jane Brown,25,3.52,0,64,Economics,Graduate
Evelyn Anderson,24,3.54,3,105,Economics,Senior
Benjamin Davis,18,2.44,1,70,Philosophy,Graduate
Isabella Robinson,22,2.68,3,104,Biology,Senior
Jane Ramirez,21,3.72,1,37,Philosophy,Graduate
Olivia Harris,25,3.49,3,58,Psychology,Freshman
Michael Gonzalez,25,3.62,2,77,Mathematics,Graduate
James Thompson,24,2.53,3,43,Art,Freshman
Sophia Sanchez,23,3.25,0,59,Biology,Junior
David Perez,19,3.28,3,16,Computer Science,Senior
Chris Taylor,25,3.53,3,20,Literature,Graduate
Daniel Jones,18,2.72,3,48,Engineering,Junior
Matthew Gonzalez,22,3.61,0,15,Engineering,Graduate
Evelyn Robinson,24,3.59,2,61,Business,Junior
Matthew Jones,25,3.21,1,44,Economics,Freshman
Laura White,18,2.37,1,44,Physics,Junior
John Miller,25,2.97,2,80,Biology,Junior
Lucas Robinson,23,2.58,2,90,Biology,Junior
Matthew Rodriguez,21,3.82,1,99,Business,Senior
Sophia Davis,23,3.98,2,31,Biology,Graduate
Chris Williams,24,3.56,3,27,Art,Senior
Katie Lopez,24,2.37,0,74,Psychology,Senior
Emily Harris,22,3.21,2,82,Philosophy,Freshman
Joseph Williams,22,3.18,3,21,Mathematics,Junior
Michael Martin,18,3.45,2,7,Sociology,Senior
Isabella Wilson,19,3.32,3,22,Business,Sophomore
Daniel Clark,25,3.55,1,22,Physics,Sophomore
Elijah Rodriguez,22,3.46,2,63,Psychology,Graduate
Sarah Brown,23,3.21,3,16,Art,Sophomore
Laura Lopez,25,3.27,0,52,Science,Junior
Charlotte Thomas,23,3.3,2,88,Mathematics,Freshman
Daniel Rodriguez,19,3.07,3,71,History,Senior
Katie Lewis,24,2.09,0,30,Psychology,Senior
Amelia Sanchez,25,3.97,0,67,Economics,Graduate
Sophia Robinson,19,3.47,2,60,Computer Science,Graduate
Alex Lee,21,2.51,0,82,Biology,Junior
Michael Jackson,21,3.91,0,64,Physics,Junior
Matthew Wilson,20,3.48,1,111,Literature,Senior
Lucas Smith,23,2.06,0,101,Biology,Freshman
John Ramirez,25,2.18,3,120,Economics,Sophomore
Andrew Rodriguez,21,3.29,0,79,Computer Science,Senior
Isabella Smith,22,2.01,1,8,Computer Science,Freshman
Benjamin Wilson,23,3.73,2,18,Science,Senior
Jane Taylor,21,3.29,0,17,Art,Sophomore
Emily White,23,2.14,3,73,Biology,Junior
Emma Hernandez,23,2.74,2,31,Art,Junior
Katie Thomas,23,3.04,3,118,Biology,Senior
Samuel Clark,24,3.19,0,96,Sociology,Senior
Emily Lopez,25,3.44,2,24,Mathematics,Graduate
Andrew Anderson,22,2.41,1,25,Engineering,Sophomore
Daniel Lee,19,2.79,0,100,Philosophy,Freshman
Evelyn Brown,20,2.29,2,92,Chemistry,Sophomore
Sarah Clark,19,2.83,3,4,Science,Graduate
Sophia Williams,24,2.62,1,62,Chemistry,Sophomore
Emily Gonzalez,25,3.97,1,115,Psychology,Senior
Andrew Martinez,24,3.39,1,54,Computer Science,Senior
Laura Lee,24,2.44,2,48,Physics,Graduate
Emma Lopez,19,3.61,3,80,Chemistry,Sophomore
James Davis,22,2.16,1,41,Engineering,Junior
Olivia Sanchez,25,2.96,0,33,Science,Sophomore
Evelyn Taylor,25,3.13,0,23,Biology,Sophomore
Emily Lopez,19,2.45,0,87,Art,Sophomore
Andrew Martin,19,2.11,0,65,Philosophy,Graduate
Benjamin Lee,23,3.13,3,12,Business,Freshman
Evelyn White,19,2.78,1,58,Mathematics,Senior
Michael Jackson,18,3.14,1,69,Chemistry,Freshman
Charlotte Thomas,22,2.91,0,21,Physics,Senior
Lucas Harris,20,3.61,0,99,Science,Senior
Katie Garcia,20,3.89,2,29,Mathematics,Senior
Harper Garcia,18,3.65,3,51,Engineering,Graduate
Benjamin Jackson,18,2.12,2,48,Business,Senior
Evelyn White,21,3.18,3,95,Economics,Freshman
Matthew Rodriguez,22,3.53,2,32,Science,Sophomore
Sophia Gonzalez,22,3.46,1,21,Computer Science,Junior
Daniel Lee,24,2.59,3,116,Sociology,Junior
Lucas Brown,20,2.8,1,99,Physics,Sophomore
Charlotte Martin,21,2.28,2,12,Chemistry,Junior
Sophia Davis,25,3.53,1,60,Chemistry,Senior
Samuel Thomas,21,2.84,0,82,Philosophy,Graduate
Joseph Perez,18,2.6,3,53,Science,Sophomore
Benjamin White,21,3.76,3,119,Philosophy,Graduate
David Thompson,19,2.79,3,90,History,Sophomore
Elijah Wilson,19,3.9,1,113,Physics,Freshman
Katie Martin,21,2.63,2,113,Philosophy,Freshman
Evelyn Miller,21,3.56,0,98,History,Freshman
Sarah Hernandez,23,2.95,3,88,Mathematics,Graduate
Sarah Ramirez,24,2.71,2,10,Physics,Junior
Lucas Clark,18,3.14,3,28,Economics,Graduate
Alex White,21,2.69,3,51,Engineering,Graduate
Mia Garcia,20,3.88,2,65,Economics,Junior
Mia Taylor,20,3.32,0,81,History,Graduate
Elijah Ramirez,21,2.22,2,71,Science,Graduate
Harper Gonzalez,18,3.2,2,58,History,Freshman
Emma Lewis,18,3.05,3,69,Art,Freshman
Andrew Lopez,23,3.47,1,88,Philosophy,Senior
Sophia Clark,22,3.8,3,103,Mathematics,Junior
Chris Lee,19,3.08,1,63,Economics,Junior
Alex Jones,23,2.08,0,85,Engineering,Sophomore
Matthew Davis,24,3.63,0,68,Business,Junior
Chris Williams,24,2.33,1,96,Biology,Sophomore
John Clark,24,3.53,3,117,Philosophy,Senior
Evelyn Miller,18,2.47,2,72,Philosophy,Freshman
Emma Jackson,22,2.21,1,100,Physics,Graduate
Mia Anderson,20,2.95,3,117,Psychology,Senior
Elijah Jackson,19,3.7,0,71,History,Junior
Emma Moore,21,3.72,2,84,History,Junior
Katie Johnson,18,3.23,3,26,Literature,Senior
Harper Perez,18,3.28,1,2,Mathematics,Graduate
Emma Jackson,21,2.45,3,39,Sociology,Graduate
Charlotte Thomas,19,3.5,3,57,Business,Senior
Andrew Harris,21,3.86,1,101,Computer Science,Junior
James Thomas,23,3.03,1,11,Chemistry,Senior
Isabella Martin,23,2.65,3,77,Psychology,Freshman
Laura Lewis,21,2.58,1,55,History,Sophomore
Abigail Thompson,21,2.33,2,90,Physics,Sophomore
Jane Martin,25,3.47,3,47,Philosophy,Sophomore
Emma Taylor,22,3.83,1,112,Philosophy,Graduate
Emily Robinson,23,2.6,0,66,Psychology,Graduate
Mia Martin,21,2.26,0,102,Psychology,Junior
Andrew Sanchez,21,3.08,2,71,Art,Graduate
Elijah Moore,19,3.82,0,94,Sociology,Sophomore
Charlotte Johnson,18,2.96,2,56,Sociology,Senior
Emily Miller,22,2.37,3,59,Psychology,Freshman
Michael White,23,2.42,2,64,Economics,Graduate
Charlotte Perez,24,3.23,1,65,Psychology,Junior
Andrew Thompson,23,2.05,3,42,Philosophy,Freshman
Emily Wilson,19,3.22,3,66,Business,Freshman
Abigail Ramirez,20,2.15,3,94,Mathematics,Sophomore
Andrew Sanchez,20,2.39,2,110,Psychology,Freshman
Emma Johnson,19,3.42,2,1,Engineering,Freshman
Jane Lopez,18,3.18,3,102,Chemistry,Freshman
Harper Thompson,21,2.83,0,97,Psychology,Sophomore
Charlotte Anderson,20,2.97,3,8,Literature,Junior
Chris Clark,21,2.58,0,70,Biology,Junior
John Thomas,20,2.35,1,28,Chemistry,Graduate
Abigail Lewis,21,3.29,2,46,Art,Freshman
Isabella Jackson,19,3.12,1,5,Art,Sophomore
Chris Sanchez,19,2.92,0,10,Sociology,Junior
Lucas Jones,18,3.23,3,36,Economics,Freshman
Katie Robinson,25,2.35,0,116,Physics,Senior
Jane Rodriguez,25,3.6,2,96,History,Junior
Samuel Garcia,19,2.11,1,50,Computer Science,Freshman
Matthew Anderson,23,2.87,0,73,Literature,Junior
Elijah Taylor,25,2.17,3,14,Philosophy,Freshman
Samuel Miller,21,3.38,2,93,Mathematics,Junior
Isabella Lee,23,3.45,1,74,Chemistry,Senior
Lucas Anderson,23,3.48,1,6,Sociology,Junior
Emily Jackson,19,3.06,3,74,Philosophy,Sophomore
Olivia Anderson,23,3.47,3,3,Computer Science,Junior
Charlotte Jackson,23,3.1,2,102,Chemistry,Junior
Olivia Wilson,23,3.9,0,67,Psychology,Graduate
Sarah Sanchez,22,2.86,1,46,Psychology,Freshman
Harper Martin,25,3.83,2,47,Sociology,Junior
Elijah Martin,22,2.04,0,3,Business,Junior
Amelia Hernandez,24,2.66,1,55,Psychology,Graduate
Chris Ramirez,22,3.51,1,102,Business,Graduate
Emma Perez,20,2.88,2,11,Science,Graduate
Ethan Lewis,24,3.11,3,12,Philosophy,Graduate
Lucas Hernandez,22,2.91,1,10,Biology,Freshman
Laura Garcia,24,2.64,0,115,Physics,Freshman
Isabella Moore,25,3.42,1,30,Philosophy,Sophomore
Alex Lee,22,2.8,3,77,Biology,Senior
Elijah Sanchez,19,2.61,3,33,Biology,Graduate
Olivia Johnson,18,2.96,2,62,Art,Sophomore
James Jackson,25,3.25,3,87,Engineering,Junior
Ethan White,25,3.43,0,92,Literature,Graduate
Ethan Thomas,19,3.91,1,89,Science,Senior
Daniel Smith,21,2.02,2,87,Economics,Sophomore
Sarah White,25,3.49,2,97,Mathematics,Senior
James Ramirez,20,2.5,3,9,Science,Senior
Michael Rodriguez,23,2.71,2,103,Literature,Graduate
Chris Sanchez,22,2.67,2,77,Biology,Freshman
Jane Gonzalez,23,3.49,0,99,Computer Science,Sophomore
Chris Rodriguez,20,3.13,0,74,Psychology,Senior
Jane Lopez,18,3.81,1,97,Biology,Graduate
Emily White,25,2.8,3,114,Computer Science,Freshman
Alex Smith,21,3.34,0,0,History,Graduate
Daniel Jones,25,2.96,0,53,Computer Science,Freshman
Lucas Thompson,22,3.29,1,55,Art,Senior
Alex Lee,20,3.43,3,55,Literature,Senior
Michael Garcia,23,3.26,2,62,Physics,Graduate
Andrew Moore,24,2.72,1,96,Psychology,Freshman
John Harris,20,4.0,2,98,Literature,Graduate
Lucas Davis,25,3.61,3,102,Literature,Sophomore
Daniel Jackson,22,3.13,2,79,Literature,Junior
Lucas Martinez,19,2.46,1,36,Biology,Graduate
James Lopez,21,2.57,3,17,Computer Science,Graduate
Amelia Thomas,23,3.12,2,82,Biology,Sophomore
Isabella Smith,23,3.68,2,57,Chemistry,Freshman
Amelia Brown,20,3.95,0,97,Philosophy,Senior
Emily Lee,21,3.06,0,84,Literature,Junior
Sophia Lewis,18,2.6,1,31,Economics,Freshman
Benjamin Lewis,22,3.18,1,1,Science,Freshman
Abigail Davis,25,3.24,2,87,Literature,Senior
Olivia Moore,22,2.1,1,49,Computer Science,Sophomore
Katie Lewis,21,2.22,1,88,Computer Science,Senior
Andrew Martin,24,3.18,1,107,Science,Graduate
Laura Hernandez,20,2.51,2,89,Art,Senior
David Thompson,22,3.84,1,108,Mathematics,Senior
David Taylor,18,3.23,1,63,Physics,Graduate
Lucas Robinson,20,2.89,2,52,Literature,Senior
Ethan Wilson,25,3.02,2,102,Mathematics,Sophomore
James Williams,20,2.32,3,87,Mathematics,Freshman
Abigail Brown,21,3.97,3,111,History,Graduate
Abigail Perez,19,3.69,0,112,Art,Freshman
James Ramirez,21,2.99,3,30,Biology,Graduate
Mia Taylor,21,2.75,2,11,Art,Senior
Katie Perez,18,2.6,1,49,Psychology,Graduate
Mia Gonzalez,20,2.39,0,110,Chemistry,Graduate
David Thompson,22,2.07,0,7,Physics,Senior
Benjamin Lopez,22,3.92,1,5,Sociology,Junior
Harper Perez,21,2.37,3,24,Business,Graduate
John Brown,20,2.5,1,69,Chemistry,Freshman
Jane Smith,20,2.26,0,60,Mathematics,Junior
Amelia Lee,20,2.99,3,67,Literature,Graduate
Michael Martin,21,2.63,0,56,Science,Graduate
Joseph Sanchez,25,3.39,2,120,Mathematics,Sophomore
Andrew Gonzalez,25,2.44,1,105,Economics,Graduate
Daniel Martinez,19,2.45,0,103,Physics,Senior
Abigail Lee,24,3.63,0,97,Philosophy,Graduate
Andrew Taylor,18,2.3,0,7,Engineering,Senior
John Williams,21,3.75,3,17,Art,Freshman
Harper Johnson,24,3.97,0,89,Mathematics,Sophomore
Emma Jones,24,3.54,0,80,Mathematics,Graduate
Sophia Jackson,18,3.04,2,65,Computer Science,Sophomore
Elijah Jackson,24,3.87,2,114,Art,Freshman
Michael Ramirez,21,3.66,3,35,Engineering,Senior
James Brown,18,3.66,3,75,Psychology,Freshman
Samuel Jones,25,2.43,3,45,Chemistry,Graduate
Emily Miller,25,2.66,1,36,Chemistry,Junior
Sarah Perez,21,2.61,3,88,Psychology,Freshman
Sarah Brown,22,2.17,2,82,Literature,Freshman
Amelia Sanchez,18,3.57,1,28,Biology,Graduate
Isabella Clark,18,2.5,2,52,Art,Sophomore
Lucas Rodriguez,20,3.86,2,43,Chemistry,Graduate
Joseph Williams,19,3.16,1,63,Literature,Junior
Abigail White,22,2.17,0,49,Computer Science,Graduate
Chris Rodriguez,20,3.11,0,86,Business,Graduate
Emily Martinez,23,3.24,0,16,Science,Senior
Jane Johnson,21,3.23,0,27,Economics,Junior
Sophia Wilson,22,3.26,3,27,Biology,Sophomore
Michael Jones,23,2.21,1,28,Business,Freshman
Emma Jackson,24,2.04,2,5,Philosophy,Graduate
Amelia Wilson,24,2.26,0,64,Mathematics,Freshman
Harper Sanchez,25,2.82,0,94,Mathematics,Senior
Emma Robinson,22,3.74,3,78,Chemistry,Graduate
Isabella Ramirez,24,3.98,1,69,Literature,Freshman
Alex Taylor,23,2.58,1,71,Business,Graduate
Elijah Moore,22,2.61,1,44,Art,Freshman
Emma Ramirez,22,3.48,1,46,Business,Freshman
Charlotte Rodriguez,20,2.71,3,81,Psychology,Junior
Samuel Wilson,25,2.37,1,69,Mathematics,Graduate
Mia Martinez,21,3.16,1,70,Literature,Sophomore
Emma Thomas,18,3.7,0,79,Psychology,Senior
Joseph Martinez,21,2.54,3,91,Chemistry,Graduate
Benjamin Perez,21,3.11,2,119,Business,Graduate
James Thomas,21,2.57,2,67,Physics,Sophomore
Andrew Lewis,20,3.19,0,74,Psychology,Sophomore
Evelyn Jackson,19,2.47,2,108,Biology,Freshman
Alex Sanchez,18,3.08,3,34,Mathematics,Junior
Amelia Lee,22,3.74,2,52,Psychology,Senior
Daniel Moore,20,3.9,2,103,Mathematics,Graduate
Sarah Perez,21,2.7,1,60,Business,Graduate
Daniel Wilson,18,3.22,0,22,Chemistry,Graduate
Chris Taylor,23,3.65,2,17,Literature,Sophomore
Sarah White,18,2.46,2,71,Literature,Graduate
Sarah Thomas,25,3.18,0,21,Philosophy,Senior
Andrew Anderson,20,3.72,3,39,Biology,Sophomore
Elijah Smith,21,3.97,1,110,Philosophy,Sophomore
Isabella Lee,18,2.6,0,6,Psychology,Freshman
Katie Clark,20,3.6,0,32,Engineering,Sophomore
David Ramirez,25,2.45,1,59,Business,Senior
Alex Robinson,25,2.63,2,74,Psychology,Sophomore
Katie Lopez,22,2.44,3,93,Psychology,Senior
Amelia Robinson,19,3.72,1,69,History,Senior
Harper White,18,2.66,3,89,Psychology,Freshman
Alex Davis,19,2.82,0,108,Business,Senior
James Williams,18,2.3,2,15,History,Graduate
Chris Lewis,18,3.05,3,110,Science,Senior
Emma Perez,23,2.12,0,83,Engineering,Junior
Samuel Garcia,24,3.84,3,39,Sociology,Junior
Olivia Martin,20,2.19,0,101,Chemistry,Junior
Elijah Rodriguez,20,3.8,3,92,Business,Freshman
Mia Wilson,21,2.19,2,17,Art,Senior
Lucas Lopez,19,3.69,1,24,Economics,Freshman
John Clark,19,3.56,3,14,Sociology,Senior
Joseph Moore,24,3.27,3,16,Psychology,Junior
Benjamin Gonzalez,22,3.87,2,33,Art,Graduate
Lucas Clark,19,3.82,3,113,Sociology,Junior
Evelyn Lopez,23,2.69,3,80,Sociology,Junior
Matthew Lewis,22,2.86,0,20,Chemistry,Sophomore
Charlotte Robinson,25,3.28,3,0,Science,Graduate
Sarah Hernandez,25,2.95,0,112,Physics,Senior
Abigail Perez,25,2.86,1,13,Biology,Senior
Emma Thompson,21,2.23,3,79,Economics,Senior
Daniel Harris,22,2.38,0,15,Art,Senior
Alex Johnson,20,3.76,3,23,Engineering,Graduate
Joseph Ramirez,20,2.08,0,113,Business,Graduate
Charlotte Lopez,19,3.93,2,90,Business,Sophomore
Evelyn Anderson,21,3.64,3,5,Psychology,Senior
Olivia Garcia,25,3.49,1,8,Physics,Graduate
David Garcia,25,2.8,1,112,History,Senior
Charlotte Wilson,23,2.21,0,105,Mathematics,Freshman
Samuel Moore,25,3.34,2,54,Economics,Junior
Joseph Gonzalez,23,2.69,3,68,Psychology,Junior
Amelia Clark,19,3.86,1,48,Business,Junior
Chris Williams,25,3.93,2,88,Science,Graduate
Charlotte Davis,24,2.81,2,4,Business,Graduate
Michael Miller,23,2.07,2,112,Sociology,Junior
Emily Johnson,25,3.62,3,37,Computer Science,Junior
John Smith,21,2.33,3,48,Philosophy,Junior
Laura Taylor,19,2.99,2,70,Mathematics,Freshman
Lucas Williams,21,2.14,0,14,Engineering,Sophomore
Elijah Rodriguez,20,2.85,0,73,Computer Science,Senior
Andrew Jackson,25,2.15,3,11,Economics,Junior
Lucas Jones,21,3.04,1,109,Science,Freshman
Michael White,20,3.91,3,31,Biology,Senior
Katie Thompson,24,2.57,0,33,Biology,Freshman
Harper Williams,23,3.89,2,111,History,Sophomore
Amelia Robinson,25,3.55,1,96,Mathematics,Graduate
Abigail Martinez,19,3.59,2,7,Literature,Senior
Laura Harris,21,3.89,2,41,Biology,Senior
Emma Thomas,21,3.3,3,65,Biology,Freshman
David Lee,24,3.65,2,82,Economics,Senior
Emma Martin,20,3.05,3,32,Science,Junior
Joseph Jackson,24,3.16,0,34,Computer Science,Sophomore
Chris Lewis,22,2.23,0,52,Physics,Junior
Evelyn Lewis,22,3.32,3,46,Mathematics,Sophomore
James Jones,20,3.84,3,95,Sociology,Senior
Emma Miller,25,3.51,0,71,Literature,Junior
Lucas Jackson,24,3.08,3,12,Business,Senior
Ethan Perez,20,2.15,2,99,History,Senior
Elijah Johnson,20,2.2,2,87,History,Graduate
Joseph Clark,19,3.24,1,64,Art,Senior
Laura Clark,21,3.34,3,2,Business,Graduate
Jane Perez,19,2.3,0,117,Chemistry,Junior
Ethan Hernandez,19,2.33,0,7,History,Freshman
Charlotte Ramirez,23,3.67,1,7,Science,Senior
Chris Ramirez,19,2.17,3,117,Chemistry,Freshman
Lucas Williams,24,3.85,0,64,Physics,Senior
Michael Wilson,22,2.92,1,25,Sociology,Senior
Elijah Clark,23,3.88,3,63,Literature,Graduate
Evelyn Perez,20,2.61,1,6,Chemistry,Junior
Michael Gonzalez,25,3.21,0,2,Engineering,Senior
James Robinson,23,3.24,1,43,Art,Sophomore
Emily Lee,22,3.07,0,17,Physics,Junior
Amelia Garcia,25,2.18,0,23,Computer Science,Graduate
Mia Thomas,19,3.15,3,10,Philosophy,Graduate
Michael Thompson,20,3.94,2,43,Mathematics,Freshman
Matthew Perez,20,2.91,1,71,Philosophy,Graduate
Benjamin Anderson,18,2.82,0,103,Literature,Junior
James Wilson,21,2.95,3,70,Mathematics,Senior
Lucas Anderson,19,2.21,0,78,History,Junior
James Jackson,24,3.51,3,39,History,Graduate
Alex Moore,20,2.12,3,102,Philosophy,Sophomore
Laura Perez,18,3.84,2,15,Science,Freshman
Evelyn Williams,23,3.96,1,78,Philosophy,Junior
Matthew Williams,25,2.55,1,84,Sociology,Sophomore
Lucas Davis,18,2.01,0,9,Sociology,Sophomore
Joseph Davis,23,2.46,3,97,Mathematics,Senior
Elijah Taylor,23,3.87,2,15,Biology,Senior
Emma Robinson,21,2.78,0,16,Chemistry,Sophomore
Matthew Robinson,24,2.26,0,29,Economics,Senior
Evelyn Perez,18,2.63,2,63,Economics,Senior
David Taylor,20,3.85,0,95,Art,Senior
Joseph Robinson,21,3.2,1,42,Philosophy,Senior
Emma Lopez,23,3.4,0,70,Economics,Junior
Lucas Jackson,20,3.25,0,59,History,Freshman
Charlotte Hernandez,20,2.82,3,43,Philosophy,Junior
Amelia Miller,18,3.67,1,77,Computer Science,Freshman
Katie Jackson,23,3.82,2,88,Engineering,Sophomore
Joseph Thomas,24,3.93,2,113,Philosophy,Graduate
Charlotte Smith,22,2.36,3,110,Business,Senior
Lucas Smith,25,3.2,3,52,Science,Sophomore
Emma Clark,22,3.68,3,104,Economics,Junior
Elijah Lewis,25,2.87,3,20,Literature,Sophomore
Emily Perez,24,2.38,0,88,Science,Freshman
Laura Brown,24,3.75,0,94,History,Junior
Lucas Martin,22,2.42,0,77,Art,Senior
Daniel Brown,23,3.85,2,15,Philosophy,Junior
Elijah Anderson,21,3.34,3,119,Economics,Graduate
Jane Sanchez,22,3.77,2,40,Philosophy,Junior
Harper Thomas,25,2.49,1,33,Science,Sophomore
Jane Ramirez,22,3.35,2,117,Sociology,Graduate
Alex Ramirez,23,2.08,0,31,Computer Science,Freshman
Jane Lopez,23,2.03,0,22,History,Graduate
Charlotte Garcia,22,3.56,1,86,Mathematics,Freshman
Andrew Johnson,25,2.25,2,83,Computer Science,Junior
Isabella Anderson,22,2.22,0,52,Economics,Graduate
Sarah Lopez,21,3.92,2,47,Literature,Graduate
Ethan Smith,18,2.37,0,34,Business,Junior
Olivia Martinez,21,2.24,0,99,Biology,Freshman
Isabella Miller,24,3.14,2,41,Psychology,Graduate
Lucas Rodriguez,25,3.06,3,100,Engineering,Graduate
Olivia Lee,19,3.65,0,40,Science,Junior
Sophia Johnson,20,3.0,3,35,Psychology,Sophomore
Alex Wilson,18,2.46,3,82,Economics,Graduate
Joseph Wilson,22,2.13,0,2,Chemistry,Sophomore
Mia Lewis,19,2.65,1,108,Philosophy,Sophomore
Abigail Perez,21,3.19,1,57,Mathematics,Senior
Lucas Martinez,24,3.44,1,36,Mathematics,Senior
Katie Harris,21,3.33,2,27,Chemistry,Senior
James Jones,18,3.96,2,66,Literature,Graduate
Mia Taylor,19,2.71,3,100,Art,Junior
Charlotte Thompson,20,3.05,3,104,History,Sophomore
Michael Martinez,21,2.88,1,32,History,Graduate
James Davis,23,3.49,2,108,Business,Senior
Joseph Perez,22,3.54,0,116,Science,Senior
Andrew Moore,25,2.72,0,45,Science,Junior
Alex Garcia,19,3.81,3,53,Literature,Junior
Charlotte White,18,3.79,3,51,Mathematics,Graduate
Joseph Rodriguez,18,2.72,2,75,Business,Junior
Katie Williams,21,2.24,0,58,Engineering,Sophomore
Alex Ramirez,22,3.25,3,12,Engineering,Senior
Daniel Thompson,25,3.12,1,102,Computer Science,Sophomore
David Lee,18,3.04,1,29,Economics,Graduate
Emma Thomas,25,2.79,3,86,Philosophy,Graduate
Matthew Gonzalez,20,2.58,0,19,Physics,Freshman
Evelyn Jones,19,3.7,1,61,Sociology,Senior
Alex Thompson,23,2.55,2,65,Computer Science,Sophomore
Katie Davis,23,2.31,3,59,Sociology,Senior
David Gonzalez,25,2.47,1,29,Psychology,Senior
Chris Williams,20,3.88,1,7,Literature,Sophomore
Evelyn Smith,20,3.61,2,62,Psychology,Graduate
Emma Hernandez,24,3.88,0,89,Mathematics,Sophomore
Samuel Lewis,19,3.45,0,71,Chemistry,Sophomore
Michael Jones,24,3.75,0,54,Philosophy,Freshman
Isabella Martin,19,3.97,2,23,Psychology,Senior
Charlotte Jones,25,3.36,0,83,Art,Junior
Amelia Johnson,24,3.67,1,64,Art,Junior
Harper Ramirez,19,2.31,3,85,Chemistry,Junior
Daniel Brown,19,2.82,2,0,Engineering,Junior
Amelia Jones,21,3.54,3,17,Business,Senior
Charlotte Martin,20,3.57,1,114,Computer Science,Graduate
Benjamin Garcia,19,3.84,1,6,Psychology,Sophomore
Elijah Lopez,20,2.45,2,68,Psychology,Graduate
Katie Jones,25,3.9,2,110,Computer Science,Senior
Samuel Williams,20,2.44,1,14,History,Sophomore
Emily Ramirez,25,2.2,1,100,Biology,Freshman
Daniel Anderson,22,2.99,3,41,Computer Science,Senior
Isabella Davis,23,2.63,3,12,Engineering,Senior
Sophia Johnson,25,2.59,2,84,Business,Graduate
Amelia Lopez,23,2.44,2,113,Literature,Junior
Alex Jackson,21,2.84,0,62,Engineering,Sophomore
Ethan Lewis,20,2.28,0,25,Literature,Senior
Katie Rodriguez,25,3.41,0,20,Economics,Sophomore
Emily Brown,25,3.04,0,48,Biology,Junior
Laura Lopez,22,2.21,0,11,Sociology,Graduate
Olivia Anderson,25,2.98,3,115,History,Junior
Isabella Moore,24,3.49,1,80,Computer Science,Junior
Samuel Sanchez,24,3.54,0,95,Engineering,Freshman
Benjamin Williams,18,3.18,0,115,Engineering,Junior
Isabella Jackson,25,3.35,1,85,Engineering,Graduate
Michael Thompson,18,3.28,0,88,Physics,Sophomore
Daniel Thompson,21,3.77,0,92,Physics,Freshman
Katie Thompson,25,2.3,0,66,Art,Graduate
Michael Robinson,23,3.15,2,18,Computer Science,Senior
Amelia Perez,21,2.98,1,93,History,Graduate
Laura Harris,23,3.1,1,32,Psychology,Junior
Alex Perez,21,2.72,2,86,Sociology,Junior
Laura Ramirez,23,2.81,1,100,Science,Freshman
Harper Moore,19,3.08,1,119,Science,Graduate
Daniel Moore,24,3.58,2,58,Engineering,Freshman
Michael Harris,19,3.05,3,114,Psychology,Senior
Amelia Jones,25,3.66,1,75,Economics,Sophomore
Benjamin Perez,18,2.64,1,75,Engineering,Sophomore
Amelia Lewis,25,3.47,1,38,Sociology,Graduate
Amelia Williams,20,3.23,2,59,Engineering,Senior
Isabella Hernandez,22,2.52,0,81,Business,Sophomore
Amelia Moore,24,3.5,2,48,Economics,Junior
John Miller,24,3.86,1,51,Computer Science,Senior
Olivia Clark,25,3.17,2,77,Computer Science,Graduate
Isabella Martin,19,2.03,0,38,Mathematics,Sophomore
Katie Garcia,23,3.41,3,70,Economics,Sophomore
Ethan Hernandez,25,3.58,2,29,Art,Junior
Benjamin Wilson,25,2.1,3,87,Computer Science,Graduate
Andrew Sanchez,24,2.47,1,36,Business,Graduate
David Lee,21,2.15,2,65,Business,Sophomore
Daniel Lewis,20,3.79,0,12,Literature,Graduate
Emma Johnson,24,3.62,1,68,History,Graduate
Evelyn Ramirez,18,3.81,2,9,Sociology,Freshman
Sophia Miller,25,2.17,0,29,Sociology,Freshman
Sarah Martin,19,3.19,0,9,Engineering,Sophomore
Elijah Martinez,22,2.54,1,42,Computer Science,Graduate
Joseph Rodriguez,22,2.12,1,115,Physics,Senior
Elijah Thomas,22,3.27,3,110,Physics,Graduate
Isabella Ramirez,25,3.99,2,64,History,Junior
Isabella Harris,18,2.38,3,20,Engineering,Sophomore
Sarah Jackson,18,2.21,1,63,Philosophy,Senior
Samuel Jackson,20,3.71,0,88,Engineering,Graduate
Matthew Hernandez,22,2.77,2,79,Chemistry,Junior
Evelyn Perez,19,3.72,2,69,Literature,Junior
Sophia Lopez,22,2.2,0,55,Science,Senior
Harper White,25,2.52,0,110,Computer Science,Junior
Samuel Lee,23,3.49,3,59,Literature,Senior
Ethan Sanchez,22,2.17,1,50,Business,Junior
Sarah Sanchez,18,2.12,3,120,Mathematics,Freshman
Jane Lee,24,3.24,1,24,History,Senior
Matthew Harris,23,3.53,3,51,Physics,Graduate
Isabella Miller,19,3.92,0,43,Chemistry,Senior
Ethan Miller,24,3.14,1,14,Science,Senior
Chris Brown,25,3.12,1,82,Engineering,Sophomore
Abigail Clark,25,2.65,0,59,Science,Senior
Laura Williams,19,2.75,1,21,Psychology,Graduate
Elijah Lopez,18,2.87,0,44,Psychology,Freshman
Charlotte Lewis,24,2.58,2,55,Biology,Sophomore
Sophia Williams,23,2.08,2,55,Physics,Freshman
