Student Name,Entity,% Enr,Student Type,Race,Days Absent,Days Present,Days Possible,Percent Atnd,Ave Dly Attend,Days Excused,Days Unexc,Ave Dly Mbr,Calendar,Hisp/Lat,Current Date,Student Number,Current Grade,Guardian Name,Guardian Phone,Counselor,Counselor Email,Dean Name,Dean Email
Rachel Brown,Penn High School,Full Time,High School,Asian,12,167,180,89%,96%,0,3,10,Gold/Black,No,09/25/2025,775057,Senior,Lisa Foster,219-555-4931,Mr. Smith,brown@example.com,Mrs. Black,red@example.com
Marge Miller,Penn High School,Full Time,High School,Hispanic,4,169,180,92%,85%,3,0,10,Gold/Black,Yes,09/25/2025,817528,Victory Lap,Rachel Moore,219-555-2616,Ms. Johnson,johson@example.com,Ms. Green,white@example.com
Marge Johnson,Penn High School,Full Time,High School,Black,7,154,180,90%,99%,1,8,10,Gold/Black,No,09/25/2025,801381,Junior,Andrew Foster,219-555-2054,Mr. Brown,jones@example.com,Ms. Green,red@example.com
Joe Moore,Penn High School,Full Time,High School,Hispanic,19,179,180,98%,96%,3,5,10,Gold/Black,No,09/25/2025,342161,Junior,Noah Willaims,219-555-8937,Ms. Jones,johson@example.com,Mr. Blue,blue@example.com
Roman Manukyan,Penn High School,Full Time,High School,White,5,171,180,84%,95%,9,9,10,Gold/Black,No,09/25/2025,463913,Junior,Andrew Davis,219-555-2478,Mr. Brown,johson@example.com,Mr. Blue,black@example.com
Lisa Fogarty,Penn High School,Full Time,High School,White,6,170,180,85%,87%,5,0,10,Gold/Black,Yes,09/25/2025,147177,Freshman,Mac DeFreitas,219-555-4785,Ms. Johnson,brown@example.com,Ms. Red,black@example.com
Noah Johnson,Penn High School,Full Time,High School,Other,19,158,180,87%,92%,4,7,10,Gold/Black,Yes,09/25/2025,312511,Freshman,Marge Miller,219-555-7441,Ms. Johnson,smith@example.com,Ms. Green,green@example.com
Roman Miller,Penn High School,Full Time,High School,Hispanic,19,174,180,95%,87%,9,2,10,Gold/Black,No,09/25/2025,580504,Freshman,Keaton DeFreitas,219-555-5205,Ms. Johnson,brown@example.com,Mr. White,red@example.com
Elijah Moore,Penn High School,Full Time,High School,Black,15,171,180,85%,97%,5,7,10,Gold/Black,No,09/25/2025,180972,Sophomore,Noah Willaims,219-555-6768,Mrs. Williams,johson@example.com,Mr. Blue,blue@example.com
Van Miller,Penn High School,Full Time,High School,Other,14,178,180,84%,91%,7,9,10,Gold/Black,No,09/25/2025,395395,Sophomore,Katerina Moore,219-555-7135,Mr. Brown,johson@example.com,Ms. Red,black@example.com
Emmy Manukyan,Penn High School,Full Time,High School,Hispanic,12,162,180,98%,80%,2,5,10,Gold/Black,No,09/25/2025,812118,Junior,Mac Manukyan,219-555-9744,Mrs. Williams,johson@example.com,Ms. Red,black@example.com
Rachel Jones,Penn High School,Full Time,High School,Asian,6,161,180,89%,84%,8,8,10,Gold/Black,Yes,09/25/2025,269976,Victory Lap,Marge Smith,219-555-9737,Mr. Brown,jones@example.com,Ms. Green,red@example.com
Rachel Brown,Penn High School,Full Time,High School,Hispanic,10,173,180,80%,94%,2,9,10,Gold/Black,No,09/25/2025,304879,Senior,Kyan Miller,219-555-6601,Mr. Smith,williams@example.com,Mrs. Black,green@example.com
Keaton Moore,Penn High School,Full Time,High School,Asian,0,172,180,95%,89%,1,7,10,Gold/Black,Yes,09/25/2025,670247,Junior,Jill Miller,219-555-1324,Mr. Smith,jones@example.com,Mr. Blue,green@example.com
Jane Fogarty,Penn High School,Full Time,High School,Black,5,157,180,97%,90%,9,2,10,Gold/Black,Yes,09/25/2025,326971,Sophomore,Marge Anderson,219-555-5509,Ms. Jones,johson@example.com,Mr. White,red@example.com
Emmy Moore,Penn High School,Full Time,High School,Hispanic,9,170,180,81%,97%,4,8,10,Gold/Black,No,09/25/2025,667538,Freshman,Benedict Willaims,219-555-5460,Mr. Brown,jones@example.com,Ms. Green,white@example.com
Andrew Moore,Penn High School,Full Time,High School,Black,13,175,180,97%,83%,7,1,10,Gold/Black,No,09/25/2025,703228,Victory Lap,Jane Anderson,219-555-2520,Ms. Jones,johson@example.com,Ms. Green,blue@example.com
Kaden Fogarty,Penn High School,Full Time,High School,Asian,10,154,180,84%,95%,7,5,10,Gold/Black,No,09/25/2025,171062,Senior,Marge Foster,219-555-2549,Mr. Smith,williams@example.com,Ms. Green,white@example.com
Ben Miller,Penn High School,Full Time,High School,Hispanic,9,176,180,99%,80%,3,2,10,Gold/Black,No,09/25/2025,559902,Junior,Keaton DeFreitas,219-555-8852,Ms. Jones,smith@example.com,Mr. White,red@example.com
Benedict Garcia,Penn High School,Full Time,High School,Other,6,154,180,97%,86%,8,2,10,Gold/Black,No,09/25/2025,230206,Sophomore,Benedict Fogarty,219-555-8894,Ms. Johnson,smith@example.com,Ms. Green,red@example.com
Emma Anderson,Penn High School,Full Time,High School,Hispanic,14,155,180,83%,87%,4,6,10,Gold/Black,Yes,09/25/2025,685347,Senior,Eliana Moore,219-555-4910,Ms. Johnson,brown@example.com,Ms. Red,green@example.com
Andrew Foster,Penn High School,Full Time,High School,Asian,18,156,180,83%,99%,8,5,10,Gold/Black,No,09/25/2025,408669,Victory Lap,Rachel Miller,219-555-6690,Ms. Jones,johson@example.com,Mrs. Black,white@example.com
Roman Smith,Penn High School,Full Time,High School,White,9,165,180,87%,84%,0,4,10,Gold/Black,No,09/25/2025,690987,Junior,Lucian DeFreitas,219-555-3125,Ms. Jones,smith@example.com,Ms. Green,green@example.com
Mac Brown,Penn High School,Full Time,High School,Hispanic,3,172,180,94%,98%,3,7,10,Gold/Black,Yes,09/25/2025,226680,Sophomore,Danielle Miller,219-555-7024,Mr. Smith,johson@example.com,Mr. White,black@example.com
Benedict Manukyan,Penn High School,Full Time,High School,Other,6,174,180,81%,94%,3,7,10,Gold/Black,No,09/25/2025,938635,Senior,Ben Willaims,219-555-9911,Mrs. Williams,williams@example.com,Mrs. Black,green@example.com
Marge Johnson,Penn High School,Full Time,High School,Other,2,153,180,84%,83%,1,7,10,Gold/Black,No,09/25/2025,944234,Sophomore,Katerina Jones,219-555-2536,Ms. Johnson,smith@example.com,Mr. White,green@example.com
Emmy DeFreitas,Penn High School,Full Time,High School,Hispanic,19,168,180,94%,91%,0,7,10,Gold/Black,No,09/25/2025,117816,Senior,Andrew Moore,219-555-5059,Mr. Smith,williams@example.com,Ms. Green,white@example.com
Emma Johnson,Penn High School,Full Time,High School,Hispanic,4,160,180,81%,95%,0,9,10,Gold/Black,Yes,09/25/2025,710403,Junior,Lucian Anderson,219-555-3948,Mr. Brown,smith@example.com,Mr. Blue,white@example.com
Marge Jones,Penn High School,Full Time,High School,Black,4,155,180,99%,98%,8,0,10,Gold/Black,No,09/25/2025,525021,Freshman,Ben DeFreitas,219-555-7921,Mr. Smith,johson@example.com,Mr. White,black@example.com
Mac Foster,Penn High School,Full Time,High School,Asian,10,163,180,82%,88%,0,8,10,Gold/Black,Yes,09/25/2025,136324,Junior,Van Foster,219-555-4467,Mr. Brown,smith@example.com,Ms. Green,green@example.com
Jane Garcia,Penn High School,Full Time,High School,Hispanic,10,163,180,89%,91%,6,3,10,Gold/Black,No,09/25/2025,633191,Freshman,Katerina Garcia,219-555-2428,Ms. Johnson,jones@example.com,Ms. Red,white@example.com
Danielle Wilson,Penn High School,Full Time,High School,Other,13,179,180,90%,85%,1,7,10,Gold/Black,Yes,09/25/2025,125644,Junior,Noah Foster,219-555-7015,Mr. Smith,brown@example.com,Ms. Red,red@example.com
Kyan Willaims,Penn High School,Full Time,High School,Other,14,178,180,92%,99%,5,1,10,Gold/Black,Yes,09/25/2025,445484,Senior,Andrew Miller,219-555-2384,Mr. Brown,brown@example.com,Ms. Green,black@example.com
Lisa Brown,Penn High School,Full Time,High School,Black,15,162,180,85%,81%,4,7,10,Gold/Black,No,09/25/2025,497294,Victory Lap,Noah Anderson,219-555-9442,Ms. Jones,jones@example.com,Mr. Blue,red@example.com
Lucian Willaims,Penn High School,Full Time,High School,Other,8,168,180,85%,82%,0,3,10,Gold/Black,Yes,09/25/2025,556995,Junior,Andrew Miller,219-555-1642,Mr. Brown,brown@example.com,Mr. White,blue@example.com
Benedict Willaims,Penn High School,Full Time,High School,Asian,19,159,180,96%,86%,4,4,10,Gold/Black,No,09/25/2025,743072,Sophomore,Kaden Anderson,219-555-6824,Mrs. Williams,smith@example.com,Ms. Green,green@example.com
Joe Foster,Penn High School,Full Time,High School,Other,11,157,180,82%,82%,3,7,10,Gold/Black,Yes,09/25/2025,155081,Sophomore,Eliana Garcia,219-555-1980,Mr. Brown,williams@example.com,Ms. Red,blue@example.com
Keaton Smith,Penn High School,Full Time,High School,Other,8,177,180,85%,96%,1,8,10,Gold/Black,Yes,09/25/2025,494087,Freshman,Emma Fogarty,219-555-4478,Ms. Jones,smith@example.com,Mrs. Black,green@example.com
Alexis Jones,Penn High School,Full Time,High School,White,14,154,180,98%,99%,9,2,10,Gold/Black,No,09/25/2025,485215,Junior,Emma Wilson,219-555-9471,Ms. Jones,johson@example.com,Mrs. Black,blue@example.com
Mac Foster,Penn High School,Full Time,High School,Hispanic,1,155,180,98%,92%,3,9,10,Gold/Black,No,09/25/2025,245693,Freshman,Emma Willaims,219-555-6922,Ms. Jones,jones@example.com,Ms. Red,red@example.com
Jill Foster,Penn High School,Full Time,High School,Hispanic,19,159,180,93%,85%,9,5,10,Gold/Black,Yes,09/25/2025,481095,Sophomore,Eliana Fogarty,219-555-8412,Mrs. Williams,johson@example.com,Ms. Red,red@example.com
Jill Miller,Penn High School,Full Time,High School,White,12,157,180,80%,99%,4,5,10,Gold/Black,Yes,09/25/2025,204544,Sophomore,Lucian Davis,219-555-6688,Mrs. Williams,jones@example.com,Mr. White,black@example.com
Alexis Foster,Penn High School,Full Time,High School,Hispanic,14,159,180,81%,93%,0,4,10,Gold/Black,No,09/25/2025,287990,Senior,Katerina Wilson,219-555-9242,Ms. Johnson,jones@example.com,Ms. Red,white@example.com
Lucian Willaims,Penn High School,Full Time,High School,Other,4,156,180,87%,91%,8,6,10,Gold/Black,No,09/25/2025,982640,Junior,Jane Manukyan,219-555-6228,Mr. Smith,williams@example.com,Mrs. Black,green@example.com
Roman Foster,Penn High School,Full Time,High School,Asian,12,177,180,88%,89%,7,4,10,Gold/Black,No,09/25/2025,175147,Senior,Andrew Willaims,219-555-7033,Mr. Smith,smith@example.com,Mrs. Black,green@example.com
Keaton Wilson,Penn High School,Full Time,High School,White,3,162,180,93%,90%,8,2,10,Gold/Black,No,09/25/2025,792956,Junior,Eliana Smith,219-555-7558,Ms. Johnson,brown@example.com,Mr. Blue,green@example.com
Aiden Willaims,Penn High School,Full Time,High School,Asian,18,168,180,92%,98%,4,3,10,Gold/Black,Yes,09/25/2025,600349,Victory Lap,Joe Anderson,219-555-3741,Mrs. Williams,williams@example.com,Ms. Red,red@example.com
Emma Jones,Penn High School,Full Time,High School,Asian,19,176,180,90%,96%,5,4,10,Gold/Black,Yes,09/25/2025,136413,Sophomore,Lucian Foster,219-555-2562,Ms. Jones,brown@example.com,Ms. Green,white@example.com
Lisa Willaims,Penn High School,Full Time,High School,Hispanic,15,168,180,86%,94%,9,1,10,Gold/Black,Yes,09/25/2025,226180,Junior,Benedict Brown,219-555-7535,Ms. Johnson,smith@example.com,Mrs. Black,black@example.com
Jill DeFreitas,Penn High School,Full Time,High School,Black,6,157,180,89%,86%,6,5,10,Gold/Black,Yes,09/25/2025,913363,Freshman,Marge Wilson,219-555-7227,Mrs. Williams,brown@example.com,Ms. Red,white@example.com
Lisa DeFreitas,Penn High School,Full Time,High School,White,11,155,180,83%,91%,7,5,10,Gold/Black,Yes,09/25/2025,637531,Senior,Katerina Miller,219-555-6611,Ms. Jones,williams@example.com,Mrs. Black,red@example.com
Andrew Miller,Penn High School,Full Time,High School,Other,19,153,180,87%,93%,1,4,10,Gold/Black,Yes,09/25/2025,565125,Freshman,Danielle Moore,219-555-8874,Ms. Jones,jones@example.com,Mr. White,red@example.com
Elijah Brown,Penn High School,Full Time,High School,Black,9,167,180,82%,92%,8,9,10,Gold/Black,No,09/25/2025,727262,Senior,Kaden Davis,219-555-4507,Mr. Brown,williams@example.com,Ms. Green,white@example.com
Benedict Jones,Penn High School,Full Time,High School,Other,9,151,180,90%,90%,2,9,10,Gold/Black,No,09/25/2025,671303,Freshman,Jill Anderson,219-555-6804,Mrs. Williams,williams@example.com,Mr. Blue,green@example.com
Eliana Miller,Penn High School,Full Time,High School,Hispanic,4,162,180,84%,87%,0,6,10,Gold/Black,No,09/25/2025,504465,Freshman,Elijah Foster,219-555-8041,Ms. Jones,smith@example.com,Ms. Green,red@example.com
Jane Manukyan,Penn High School,Full Time,High School,Other,6,169,180,87%,97%,3,1,10,Gold/Black,No,09/25/2025,641498,Freshman,Ben Garcia,219-555-7041,Mr. Smith,brown@example.com,Mr. White,black@example.com
Elijah Foster,Penn High School,Full Time,High School,Black,13,156,180,98%,85%,9,4,10,Gold/Black,No,09/25/2025,923754,Victory Lap,Kaden Smith,219-555-4712,Mr. Smith,brown@example.com,Ms. Red,green@example.com
Kaden Willaims,Penn High School,Full Time,High School,Hispanic,10,167,180,93%,94%,0,3,10,Gold/Black,No,09/25/2025,660491,Victory Lap,Kaden Anderson,219-555-2068,Ms. Jones,jones@example.com,Mr. White,black@example.com
Lisa Fogarty,Penn High School,Full Time,High School,Other,14,177,180,83%,98%,5,1,10,Gold/Black,No,09/25/2025,210899,Sophomore,Emmy Moore,219-555-7094,Ms. Jones,johson@example.com,Mr. White,green@example.com
Emmy Johnson,Penn High School,Full Time,High School,Asian,12,174,180,99%,83%,2,3,10,Gold/Black,Yes,09/25/2025,378540,Freshman,Kyan Willaims,219-555-4547,Ms. Johnson,johson@example.com,Ms. Red,white@example.com
Eliana Smith,Penn High School,Full Time,High School,Black,10,167,180,96%,88%,9,2,10,Gold/Black,No,09/25/2025,841378,Freshman,Joe Manukyan,219-555-2320,Ms. Jones,smith@example.com,Ms. Red,blue@example.com
Kyan Johnson,Penn High School,Full Time,High School,Other,3,163,180,84%,89%,5,1,10,Gold/Black,No,09/25/2025,280226,Victory Lap,Van Jones,219-555-3275,Mrs. Williams,jones@example.com,Ms. Green,blue@example.com
Keaton Anderson,Penn High School,Full Time,High School,Asian,6,176,180,93%,83%,3,1,10,Gold/Black,No,09/25/2025,173626,Junior,Alexis Fogarty,219-555-1502,Ms. Johnson,smith@example.com,Mr. Blue,green@example.com
Joe Miller,Penn High School,Full Time,High School,Black,3,176,180,98%,80%,3,5,10,Gold/Black,Yes,09/25/2025,751737,Senior,Joe Fogarty,219-555-3150,Mrs. Williams,jones@example.com,Mr. White,white@example.com
Danielle Davis,Penn High School,Full Time,High School,Black,6,172,180,90%,83%,7,1,10,Gold/Black,No,09/25/2025,565489,Sophomore,Danielle Foster,219-555-4409,Mr. Brown,johson@example.com,Ms. Green,black@example.com
Katerina Brown,Penn High School,Full Time,High School,Asian,2,166,180,98%,97%,8,0,10,Gold/Black,No,09/25/2025,704180,Senior,Rachel Moore,219-555-7605,Mr. Smith,williams@example.com,Mr. White,red@example.com
Rachel Davis,Penn High School,Full Time,High School,Other,3,163,180,88%,80%,6,1,10,Gold/Black,No,09/25/2025,633357,Freshman,Aiden Fogarty,219-555-1469,Mrs. Williams,jones@example.com,Mr. White,blue@example.com
Lucian Willaims,Penn High School,Full Time,High School,Hispanic,4,167,180,84%,85%,5,7,10,Gold/Black,Yes,09/25/2025,135042,Sophomore,Katerina Willaims,219-555-9677,Mr. Smith,smith@example.com,Mr. White,black@example.com
Andrew Davis,Penn High School,Full Time,High School,Hispanic,10,161,180,99%,97%,4,7,10,Gold/Black,No,09/25/2025,658193,Senior,Aiden Wilson,219-555-6484,Ms. Jones,jones@example.com,Mrs. Black,black@example.com
Keaton Fogarty,Penn High School,Full Time,High School,White,1,156,180,86%,95%,4,5,10,Gold/Black,Yes,09/25/2025,702626,Victory Lap,Noah Garcia,219-555-2235,Ms. Johnson,brown@example.com,Ms. Green,red@example.com
Rachel Jones,Penn High School,Full Time,High School,White,10,157,180,95%,90%,1,1,10,Gold/Black,Yes,09/25/2025,744650,Victory Lap,Kaden Davis,219-555-8667,Mrs. Williams,jones@example.com,Ms. Green,green@example.com
Kaden Wilson,Penn High School,Full Time,High School,Black,10,168,180,97%,93%,5,2,10,Gold/Black,No,09/25/2025,447144,Senior,Marge Smith,219-555-8982,Mr. Brown,williams@example.com,Mrs. Black,blue@example.com
Katerina Foster,Penn High School,Full Time,High School,Asian,0,154,180,98%,96%,9,0,10,Gold/Black,No,09/25/2025,919935,Senior,Ben Brown,219-555-5197,Mr. Brown,jones@example.com,Mr. White,red@example.com
Elijah Willaims,Penn High School,Full Time,High School,White,0,169,180,80%,98%,8,8,10,Gold/Black,No,09/25/2025,505750,Freshman,Noah Foster,219-555-4619,Ms. Johnson,johson@example.com,Mr. White,blue@example.com
Elijah Manukyan,Penn High School,Full Time,High School,Other,19,159,180,90%,88%,7,1,10,Gold/Black,Yes,09/25/2025,754077,Senior,Jane Anderson,219-555-4171,Mrs. Williams,williams@example.com,Mr. Blue,blue@example.com
Roman Smith,Penn High School,Full Time,High School,Black,12,179,180,87%,97%,6,9,10,Gold/Black,Yes,09/25/2025,542279,Sophomore,Emmy Johnson,219-555-2475,Mr. Smith,johson@example.com,Mr. Blue,green@example.com
Emma Miller,Penn High School,Full Time,High School,White,14,160,180,86%,95%,9,6,10,Gold/Black,Yes,09/25/2025,897419,Senior,Eliana Johnson,219-555-1941,Mr. Brown,smith@example.com,Mrs. Black,blue@example.com
Andrew Jones,Penn High School,Full Time,High School,Black,18,158,180,81%,98%,9,1,10,Gold/Black,No,09/25/2025,494345,Senior,Elijah Anderson,219-555-8234,Mrs. Williams,johson@example.com,Mr. White,white@example.com
Benedict Foster,Penn High School,Full Time,High School,Asian,18,163,180,88%,80%,6,0,10,Gold/Black,No,09/25/2025,562017,Freshman,Kaden Willaims,219-555-5928,Mrs. Williams,williams@example.com,Mr. White,green@example.com
Kyan Davis,Penn High School,Full Time,High School,White,4,155,180,87%,92%,9,7,10,Gold/Black,No,09/25/2025,420230,Freshman,Rachel Miller,219-555-3897,Mr. Brown,brown@example.com,Mr. White,black@example.com
Eliana Anderson,Penn High School,Full Time,High School,Other,16,151,180,99%,92%,7,1,10,Gold/Black,No,09/25/2025,101661,Junior,Kyan Anderson,219-555-2623,Mr. Brown,jones@example.com,Mr. Blue,green@example.com
Emma Davis,Penn High School,Full Time,High School,Black,15,151,180,96%,84%,9,7,10,Gold/Black,No,09/25/2025,129081,Victory Lap,Noah Fogarty,219-555-5228,Mr. Brown,williams@example.com,Mr. Blue,black@example.com
Elijah Anderson,Penn High School,Full Time,High School,Hispanic,0,153,180,95%,98%,9,0,10,Gold/Black,No,09/25/2025,471526,Sophomore,Eliana Willaims,219-555-6673,Ms. Johnson,smith@example.com,Ms. Red,black@example.com
Benedict Manukyan,Penn High School,Full Time,High School,Asian,18,170,180,90%,98%,6,6,10,Gold/Black,No,09/25/2025,181828,Senior,Ben Wilson,219-555-8708,Ms. Johnson,jones@example.com,Mr. White,green@example.com
Van DeFreitas,Penn High School,Full Time,High School,White,6,172,180,83%,92%,8,5,10,Gold/Black,Yes,09/25/2025,909522,Junior,Jill Jones,219-555-8375,Mr. Brown,williams@example.com,Mrs. Black,green@example.com
Marge Manukyan,Penn High School,Full Time,High School,Other,9,168,180,91%,84%,3,1,10,Gold/Black,Yes,09/25/2025,708150,Junior,Emmy Wilson,219-555-4243,Ms. Jones,brown@example.com,Mrs. Black,black@example.com
Lisa Willaims,Penn High School,Full Time,High School,Hispanic,11,169,180,91%,81%,7,1,10,Gold/Black,No,09/25/2025,529665,Victory Lap,Ben DeFreitas,219-555-4807,Mr. Smith,johson@example.com,Mr. Blue,green@example.com
Benedict Jones,Penn High School,Full Time,High School,White,18,171,180,88%,99%,7,6,10,Gold/Black,Yes,09/25/2025,166189,Senior,Aiden Wilson,219-555-5670,Mrs. Williams,smith@example.com,Mr. White,white@example.com
Kyan Garcia,Penn High School,Full Time,High School,Hispanic,2,150,180,90%,90%,7,6,10,Gold/Black,No,09/25/2025,805214,Victory Lap,Eliana Davis,219-555-9492,Mrs. Williams,brown@example.com,Mr. Blue,blue@example.com
Ben Willaims,Penn High School,Full Time,High School,Hispanic,1,174,180,95%,96%,8,3,10,Gold/Black,No,09/25/2025,715371,Sophomore,Kyan Moore,219-555-9543,Mr. Brown,williams@example.com,Mrs. Black,red@example.com
Noah Moore,Penn High School,Full Time,High School,White,10,177,180,97%,83%,2,3,10,Gold/Black,No,09/25/2025,339026,Sophomore,Keaton Manukyan,219-555-6402,Mr. Smith,williams@example.com,Mr. Blue,green@example.com
Elijah Brown,Penn High School,Full Time,High School,Black,11,170,180,88%,91%,8,4,10,Gold/Black,No,09/25/2025,646013,Sophomore,Kaden Willaims,219-555-5114,Mrs. Williams,johson@example.com,Ms. Red,green@example.com
Danielle DeFreitas,Penn High School,Full Time,High School,Other,5,172,180,94%,85%,6,9,10,Gold/Black,No,09/25/2025,979329,Freshman,Benedict DeFreitas,219-555-6006,Mr. Brown,johson@example.com,Ms. Green,white@example.com
Roman Jones,Penn High School,Full Time,High School,White,16,174,180,91%,89%,7,1,10,Gold/Black,No,09/25/2025,319258,Victory Lap,Van Johnson,219-555-9893,Mr. Smith,smith@example.com,Ms. Green,white@example.com
Emmy Willaims,Penn High School,Full Time,High School,Black,2,173,180,80%,95%,2,8,10,Gold/Black,Yes,09/25/2025,103215,Junior,Ben Wilson,219-555-9603,Ms. Johnson,jones@example.com,Mr. White,white@example.com
Keaton Johnson,Penn High School,Full Time,High School,Black,19,175,180,99%,96%,9,1,10,Gold/Black,No,09/25/2025,942540,Sophomore,Van Anderson,219-555-1679,Mrs. Williams,brown@example.com,Ms. Green,black@example.com
Emma Garcia,Penn High School,Full Time,High School,Hispanic,17,179,180,81%,84%,7,4,10,Gold/Black,Yes,09/25/2025,398389,Sophomore,Joe Smith,219-555-3313,Mr. Brown,williams@example.com,Ms. Green,white@example.com
Lucian Wilson,Penn High School,Full Time,High School,Other,1,177,180,96%,94%,9,6,10,Gold/Black,No,09/25/2025,584575,Senior,Kyan Fogarty,219-555-6511,Mr. Brown,brown@example.com,Mrs. Black,green@example.com
Elijah Brown,Penn High School,Full Time,High School,Other,10,150,180,96%,93%,5,7,10,Gold/Black,No,09/25/2025,799799,Junior,Joe Willaims,219-555-4560,Mrs. Williams,williams@example.com,Ms. Red,green@example.com
Danielle Willaims,Penn High School,Full Time,High School,Hispanic,19,164,180,98%,83%,3,8,10,Gold/Black,Yes,09/25/2025,695920,Senior,Keaton Foster,219-555-5818,Mr. Smith,brown@example.com,Mrs. Black,white@example.com
Eliana Jones,Penn High School,Full Time,High School,Asian,1,154,180,88%,94%,8,8,10,Gold/Black,No,09/25/2025,839847,Victory Lap,Rachel DeFreitas,219-555-6039,Mr. Brown,johson@example.com,Mr. Blue,black@example.com
Elijah Wilson,Penn High School,Full Time,High School,Black,3,170,180,81%,85%,9,6,10,Gold/Black,Yes,09/25/2025,632577,Sophomore,Kyan Brown,219-555-7631,Ms. Jones,smith@example.com,Mr. Blue,red@example.com
Alexis Fogarty,Penn High School,Full Time,High School,Asian,15,152,180,87%,82%,8,9,10,Gold/Black,No,09/25/2025,943727,Freshman,Rachel Garcia,219-555-4465,Ms. Johnson,jones@example.com,Mrs. Black,green@example.com
Emma Jones,Penn High School,Full Time,High School,Asian,4,166,180,93%,91%,5,9,10,Gold/Black,No,09/25/2025,667699,Freshman,Ben Moore,219-555-4341,Mr. Brown,smith@example.com,Ms. Green,black@example.com
Katerina Jones,Penn High School,Full Time,High School,Asian,9,173,180,83%,92%,1,4,10,Gold/Black,No,09/25/2025,624881,Freshman,Danielle Manukyan,219-555-8078,Ms. Jones,williams@example.com,Mr. Blue,green@example.com
Rachel Brown,Penn High School,Full Time,High School,Other,10,179,180,93%,80%,0,1,10,Gold/Black,Yes,09/25/2025,758151,Sophomore,Roman DeFreitas,219-555-3698,Mrs. Williams,jones@example.com,Ms. Green,white@example.com
Lucian Davis,Penn High School,Full Time,High School,Other,13,161,180,91%,81%,3,2,10,Gold/Black,Yes,09/25/2025,329161,Junior,Andrew Foster,219-555-9750,Ms. Jones,jones@example.com,Ms. Green,red@example.com
Kaden Fogarty,Penn High School,Full Time,High School,Hispanic,10,152,180,82%,91%,4,3,10,Gold/Black,No,09/25/2025,981003,Junior,Emmy Smith,219-555-3883,Ms. Johnson,williams@example.com,Mrs. Black,blue@example.com
Keaton Jones,Penn High School,Full Time,High School,Hispanic,9,174,180,84%,89%,3,7,10,Gold/Black,Yes,09/25/2025,420626,Junior,Elijah Davis,219-555-8391,Ms. Johnson,brown@example.com,Mr. Blue,white@example.com
Keaton Garcia,Penn High School,Full Time,High School,Black,8,169,180,91%,85%,9,6,10,Gold/Black,No,09/25/2025,477278,Victory Lap,Noah Johnson,219-555-3452,Mr. Brown,williams@example.com,Mrs. Black,green@example.com
Danielle DeFreitas,Penn High School,Full Time,High School,White,15,162,180,87%,82%,9,4,10,Gold/Black,No,09/25/2025,972836,Freshman,Eliana Garcia,219-555-9106,Mrs. Williams,johson@example.com,Mr. White,red@example.com
Kyan Johnson,Penn High School,Full Time,High School,Hispanic,6,163,180,80%,89%,0,5,10,Gold/Black,No,09/25/2025,947516,Sophomore,Joe Brown,219-555-8831,Mrs. Williams,smith@example.com,Mr. Blue,blue@example.com
Mac Davis,Penn High School,Full Time,High School,Black,4,158,180,95%,90%,9,1,10,Gold/Black,No,09/25/2025,908383,Senior,Marge DeFreitas,219-555-9520,Ms. Jones,williams@example.com,Mr. Blue,black@example.com
Van Davis,Penn High School,Full Time,High School,Hispanic,7,163,180,84%,93%,6,2,10,Gold/Black,No,09/25/2025,909175,Freshman,Rachel Garcia,219-555-3720,Mr. Smith,smith@example.com,Mr. White,blue@example.com
Aiden Fogarty,Penn High School,Full Time,High School,Asian,3,159,180,88%,97%,3,0,10,Gold/Black,Yes,09/25/2025,745567,Junior,Katerina DeFreitas,219-555-2292,Ms. Johnson,smith@example.com,Mrs. Black,black@example.com
Mac Willaims,Penn High School,Full Time,High School,Hispanic,10,150,180,87%,87%,4,3,10,Gold/Black,Yes,09/25/2025,512524,Junior,Aiden Wilson,219-555-7222,Mrs. Williams,williams@example.com,Ms. Red,black@example.com
Kyan Moore,Penn High School,Full Time,High School,Asian,2,157,180,84%,81%,5,2,10,Gold/Black,No,09/25/2025,395656,Freshman,Jill Wilson,219-555-5631,Mr. Brown,smith@example.com,Mr. Blue,red@example.com
Jane Willaims,Penn High School,Full Time,High School,Black,18,161,180,84%,96%,8,7,10,Gold/Black,No,09/25/2025,855531,Junior,Jane Johnson,219-555-3463,Ms. Johnson,johson@example.com,Mr. White,red@example.com
Roman Willaims,Penn High School,Full Time,High School,Asian,15,158,180,85%,80%,2,8,10,Gold/Black,No,09/25/2025,234261,Sophomore,Danielle Manukyan,219-555-6462,Mrs. Williams,jones@example.com,Ms. Red,black@example.com
Eliana Brown,Penn High School,Full Time,High School,White,8,161,180,87%,85%,4,6,10,Gold/Black,No,09/25/2025,652598,Victory Lap,Lisa Brown,219-555-9135,Mrs. Williams,smith@example.com,Ms. Green,blue@example.com
Eliana Anderson,Penn High School,Full Time,High School,Hispanic,15,157,180,88%,98%,5,3,10,Gold/Black,Yes,09/25/2025,143428,Senior,Rachel Willaims,219-555-1108,Mrs. Williams,johson@example.com,Mrs. Black,black@example.com
Rachel Jones,Penn High School,Full Time,High School,Black,11,150,180,90%,93%,3,4,10,Gold/Black,Yes,09/25/2025,519701,Senior,Mac Brown,219-555-8845,Mr. Smith,jones@example.com,Mrs. Black,white@example.com
