Name,Age,GPA,Credits Completed,Year,Pathway
Alexis Jones,19,4.06,11,Junior,Criminal Justice
Eliana Jones,15,2.9,49,Senior,Early Childhood Education
Andrew Miller,14,2.98,8,Freshman,Engineering
Kyan Manukyan,19,0.46,38,Victory Lap,Marketing
Joe Miller,14,2.06,31,Junior,Criminal Justice
Aiden Wilson,19,3.3,15,Sophomore,Early College
Benedict Willaims,14,0.7,41,Freshman,Business
Noah Foster,15,1.19,17,Junior,Engineering
Katerina Foster,18,2.17,49,Victory Lap,Culinary
Elijah DeFreitas,15,1.98,45,Freshman,Marketing
Katerina Moore,17,3.74,43,Victory Lap,Culinary
Mac Fogarty,14,1.23,9,Junior,Marketing
Van Manukyan,17,2.69,1,Junior,Early College
Andrew Jones,14,3.51,21,Sophomore,Bio Med
Jill Brown,17,1.9,50,Freshman,Engineering
Katerina Foster,16,3.14,60,Sophomore,Early Childhood Education
Jill Brown,16,2.03,37,Sophomore,Engineering
Alexis Anderson,18,3.88,11,Victory Lap,Culinary
Andrew Johnson,14,4.24,45,Senior,Bio Med
Marge Brown,19,2.26,59,Freshman,Marketing
Danielle Davis,17,3.33,51,Freshman,Early Childhood Education
Emma Miller,17,2.77,60,Sophomore,Culinary
Marge Wilson,17,3.28,55,Senior,Early Childhood Education
Lucian Jones,16,2.93,44,Junior,Computer Science
Elijah DeFreitas,19,3.56,55,Junior,Criminal Justice
Kaden Davis,16,3.8,8,Victory Lap,Construction
Roman Wilson,16,0.53,3,Sophomore,Criminal Justice
Jill Garcia,17,3.82,14,Freshman,Culinary
Andrew Wilson,17,0.69,55,Victory Lap,Early College
Lucian Manukyan,16,3.88,49,Sophomore,Early Childhood Education
Mac Fogarty,18,1.41,17,Junior,Early College
Van Anderson,18,1.13,0,Sophomore,Early Childhood Education
Aiden Davis,18,3.87,8,Senior,Bio Med
Emmy Wilson,14,3.26,55,Senior,Culinary
Mac Johnson,19,3.14,48,Junior,Marketing
Keaton Jones,14,1.85,7,Junior,Early College
Kaden Moore,17,3.17,31,Freshman,Criminal Justice
Lisa DeFreitas,14,2.97,1,Junior,Business
Jill Garcia,14,2.1,48,Junior,Criminal Justice
Andrew Willaims,16,3.87,46,Senior,Bio Med
Andrew DeFreitas,15,1.56,53,Freshman,Marketing
Alexis Garcia,17,4.13,38,Freshman,Business
Marge Miller,17,3.13,22,Junior,Early College
Eliana Anderson,18,2.87,13,Junior,Early Childhood Education
Rachel DeFreitas,18,0.63,13,Senior,Construction
Emma Jones,18,1.84,37,Freshman,Early College
Roman Wilson,14,2.24,39,Senior,Marketing
Andrew Moore,19,1.24,26,Victory Lap,Computer Science
Van Willaims,17,3.6,48,Victory Lap,Computer Science
Kyan Smith,18,0.31,55,Freshman,Culinary
Rachel Davis,17,3.84,41,Sophomore,Criminal Justice
Rachel Miller,18,2.46,48,Freshman,Criminal Justice
Noah Manukyan,18,0.62,41,Freshman,Business
Rachel DeFreitas,19,0.62,25,Freshman,Marketing
Andrew Manukyan,14,0.4,44,Freshman,Engineering
Alexis Manukyan,15,1.52,48,Senior,Early Childhood Education
Lisa Wilson,18,3.5,51,Junior,Business
Katerina Davis,14,2.99,7,Victory Lap,Bio Med
Benedict Jones,17,3.39,59,Senior,Computer Science
Elijah Brown,16,1.55,60,Junior,Early College
Roman Fogarty,16,3.79,30,Senior,Construction
Benedict Miller,14,0.43,49,Junior,Business
Aiden Anderson,17,3.49,37,Junior,Early Childhood Education
Van Jones,16,1.68,50,Freshman,Bio Med
Kaden Fogarty,17,2.75,49,Sophomore,Early College
Rachel Wilson,19,2.06,41,Sophomore,Business
Roman Manukyan,14,1.03,46,Sophomore,Marketing
Van Foster,18,0.65,4,Sophomore,Culinary
Benedict Davis,17,3.35,12,Junior,Engineering
Rachel Wilson,17,3.3,0,Victory Lap,Culinary
Kaden Garcia,18,3.41,57,Junior,Marketing
Mac Johnson,18,4.09,1,Freshman,Business
Mac Garcia,16,4.07,50,Victory Lap,Marketing
Marge Manukyan,15,3.29,56,Victory Lap,Culinary
Eliana Moore,19,0.56,57,Victory Lap,Marketing
Benedict Brown,14,3.71,32,Freshman,Computer Science
Ben Jones,18,3.89,25,Freshman,Bio Med
Keaton Davis,15,2.45,15,Freshman,Construction
Rachel Wilson,19,1.69,8,Senior,Early College
Kaden Wilson,14,3.99,3,Freshman,Marketing
Rachel Moore,19,2.53,6,Senior,Early Childhood Education
Kaden Davis,17,2.21,50,Victory Lap,Computer Science
Van Davis,17,4.16,2,Senior,Engineering
Keaton Garcia,14,2.49,17,Sophomore,Marketing
Jill Anderson,14,3.82,42,Victory Lap,Construction
Aiden Anderson,19,0.94,12,Sophomore,Computer Science
Van Manukyan,15,2.32,37,Victory Lap,Construction
Van Jones,19,2.05,45,Senior,Criminal Justice
Eliana Miller,17,1.8,6,Sophomore,Culinary
Emmy Fogarty,17,1.67,14,Senior,Bio Med
Mac Jones,16,2.3,4,Junior,Early College
Eliana Brown,14,3.02,56,Sophomore,Marketing
Rachel Brown,15,1.32,35,Sophomore,Culinary
Mac Jones,16,1.4,37,Victory Lap,Culinary
Jill Davis,19,3.36,0,Freshman,Early College
Katerina Johnson,14,1.66,8,Victory Lap,Criminal Justice
Alexis Manukyan,18,3.37,47,Junior,Bio Med
Lisa Fogarty,15,0.53,40,Senior,Early Childhood Education
Kaden Garcia,16,2.93,17,Senior,Culinary
Joe DeFreitas,18,2.59,59,Junior,Bio Med
Kaden Willaims,15,2.59,48,Sophomore,Computer Science
Andrew Miller,17,4.3,13,Junior,Marketing
Ben Garcia,19,2.38,9,Junior,Bio Med
Danielle Davis,18,0.56,49,Senior,Business
Eliana Fogarty,15,1.13,0,Freshman,Construction
Andrew Fogarty,14,0.9,31,Junior,Criminal Justice
Lucian Smith,16,4.19,11,Victory Lap,Culinary
Jill Moore,14,1.78,46,Sophomore,Culinary
Jane Smith,17,2.24,37,Freshman,Early Childhood Education
Danielle Miller,15,1.53,39,Victory Lap,Early Childhood Education
Danielle Manukyan,18,3.22,19,Victory Lap,Engineering
Andrew Foster,16,2.72,55,Victory Lap,Computer Science
Eliana Foster,19,2.88,48,Freshman,Culinary
Keaton Wilson,15,3.07,40,Sophomore,Early Childhood Education
Katerina Willaims,18,0.53,39,Senior,Marketing
Kaden Foster,18,2.77,42,Freshman,Construction
Jane DeFreitas,14,3.5,1,Junior,Early College
Kyan Wilson,19,2.08,58,Junior,Engineering
Lisa Wilson,15,1.59,2,Junior,Marketing
Elijah Smith,18,0.62,39,Senior,Business
Lucian Garcia,17,4.14,42,Junior,Business
Aiden Manukyan,18,3.09,11,Junior,Early College
Benedict Jones,18,1.59,10,Victory Lap,Business
Mac Davis,14,2.87,34,Freshman,Criminal Justice
Jane Davis,16,2.46,55,Freshman,Computer Science
Ben Garcia,16,2.42,46,Senior,Business
Jill Wilson,18,1.74,25,Sophomore,Business
Marge Wilson,14,1.04,54,Victory Lap,Business
Van Davis,19,0.73,52,Junior,Construction
Lucian Moore,18,4.22,31,Freshman,Computer Science
Emma Wilson,19,0.48,4,Freshman,Marketing
Roman Brown,14,1.65,47,Victory Lap,Business
Benedict Miller,17,3.26,24,Sophomore,Business
Andrew Johnson,15,1.02,21,Freshman,Marketing
Aiden Jones,19,1.24,23,Senior,Engineering
Noah Foster,14,4.26,10,Junior,Computer Science
Rachel Miller,19,2.72,47,Victory Lap,Bio Med
Marge Brown,17,1.14,17,Junior,Culinary
Elijah Johnson,18,1.46,17,Freshman,Culinary
Lucian Johnson,17,3.36,53,Freshman,Culinary
Jill Wilson,18,3.21,49,Junior,Bio Med
Keaton Brown,15,3.15,38,Freshman,Business
Jane Fogarty,16,1.82,35,Sophomore,Computer Science
Ben Manukyan,14,3.55,28,Senior,Construction
Jill Anderson,16,2.0,26,Sophomore,Computer Science
Eliana Jones,18,3.04,52,Sophomore,Construction
Lisa Brown,15,1.53,6,Sophomore,Bio Med
Jane Anderson,19,4.22,19,Sophomore,Criminal Justice
Danielle Johnson,19,3.79,38,Victory Lap,Engineering
Kaden Anderson,19,3.08,54,Sophomore,Early Childhood Education
Jane Smith,19,4.25,0,Victory Lap,Early College
Roman Johnson,14,2.48,58,Senior,Computer Science
Kyan Brown,18,3.87,50,Sophomore,Early College
Elijah DeFreitas,19,4.03,21,Sophomore,Bio Med
Jill Wilson,18,1.98,20,Junior,Marketing
Elijah Moore,17,2.65,32,Freshman,Early College
Jane Brown,19,1.94,7,Junior,Engineering
Kyan Garcia,15,2.74,38,Sophomore,Construction
Emmy Miller,18,2.81,37,Senior,Criminal Justice
Elijah Willaims,19,3.77,29,Senior,Culinary
Danielle Johnson,15,2.08,50,Freshman,Culinary
Benedict Johnson,19,2.54,24,Sophomore,Early College
Andrew Davis,19,1.64,25,Sophomore,Early Childhood Education
Roman Fogarty,17,2.19,30,Junior,Criminal Justice
Roman Moore,15,2.74,17,Sophomore,Marketing
Lucian Brown,19,2.77,17,Victory Lap,Criminal Justice
Roman Manukyan,17,1.72,51,Freshman,Marketing
Emmy Brown,14,3.48,21,Junior,Criminal Justice
Roman Johnson,19,0.67,26,Senior,Criminal Justice
Kyan Smith,15,2.08,41,Junior,Early College
Lucian Smith,14,1.79,23,Senior,Early College
Mac Smith,14,1.5,30,Sophomore,Early Childhood Education
Emma Anderson,15,2.88,31,Junior,Business
Elijah Jones,15,3.99,12,Freshman,Culinary
Aiden Brown,15,3.96,12,Victory Lap,Business
Jill Fogarty,18,1.32,19,Victory Lap,Construction
Joe Jones,18,4.24,52,Junior,Construction
Emmy DeFreitas,17,1.73,19,Victory Lap,Computer Science
Kaden Wilson,14,1.91,18,Freshman,Marketing
Keaton DeFreitas,19,3.8,48,Sophomore,Criminal Justice
Rachel Davis,16,1.62,44,Sophomore,Engineering
Lisa Anderson,17,0.33,43,Victory Lap,Culinary
Ben Anderson,19,3.02,15,Junior,Bio Med
Marge Anderson,19,0.57,21,Freshman,Bio Med
Rachel Johnson,19,2.46,51,Junior,Computer Science
Jill Smith,19,1.98,32,Senior,Engineering
Alexis Manukyan,16,1.13,5,Freshman,Early College
Aiden Davis,14,2.37,10,Victory Lap,Business
Elijah Willaims,14,4.04,17,Sophomore,Early College
Mac Brown,16,3.44,1,Victory Lap,Early Childhood Education
Jane Foster,16,0.65,47,Senior,Construction
Marge Wilson,14,3.27,7,Sophomore,Engineering
Jill Fogarty,15,0.82,44,Victory Lap,Bio Med
Noah Anderson,14,2.34,0,Victory Lap,Computer Science
Roman Foster,17,2.71,59,Victory Lap,Early College
Marge Johnson,14,0.94,33,Freshman,Computer Science
Noah Foster,14,1.46,7,Freshman,Computer Science
Emmy Wilson,17,1.72,57,Sophomore,Marketing
Benedict Wilson,17,0.73,5,Freshman,Early College
Emma Brown,15,1.28,59,Junior,Culinary
Rachel DeFreitas,14,1.08,32,Freshman,Bio Med
Jill Moore,17,2.91,42,Junior,Computer Science
Andrew Foster,17,2.01,53,Freshman,Early College
Lisa Johnson,17,4.08,25,Freshman,Early Childhood Education
Ben Jones,17,0.77,21,Junior,Early Childhood Education
Jane Johnson,18,3.49,39,Victory Lap,Bio Med
Roman Moore,16,2.38,36,Sophomore,Early College
Lisa Brown,15,1.29,48,Freshman,Marketing
Katerina Smith,16,1.52,11,Junior,Construction
Ben Brown,19,1.12,53,Sophomore,Culinary
Van DeFreitas,16,0.56,33,Junior,Bio Med
Danielle Wilson,14,3.55,57,Victory Lap,Early College
Jane Jones,19,2.98,53,Sophomore,Construction
Mac Moore,18,1.43,57,Freshman,Early Childhood Education
Aiden Smith,14,3.93,23,Junior,Business
Ben Willaims,16,0.48,60,Senior,Early College
Emmy Moore,18,2.37,16,Victory Lap,Early Childhood Education
Kyan Brown,16,1.53,55,Victory Lap,Engineering
Aiden Willaims,17,0.91,46,Victory Lap,Bio Med
Jill Miller,17,1.69,11,Junior,Bio Med
Benedict Garcia,18,2.01,47,Sophomore,Culinary
Jill DeFreitas,18,3.55,45,Sophomore,Criminal Justice
Roman Anderson,19,0.87,16,Senior,Early Childhood Education
Ben Garcia,14,3.35,46,Sophomore,Engineering
Katerina Willaims,19,0.5,41,Freshman,Business
Mac Garcia,15,1.58,57,Junior,Bio Med
Jill Foster,16,3.39,18,Sophomore,Culinary
Eliana Willaims,14,3.09,9,Senior,Construction
Jane Garcia,19,2.26,20,Junior,Marketing
Mac Smith,17,3.81,16,Sophomore,Business
Lisa Willaims,18,1.94,5,Freshman,Marketing
Lucian Anderson,19,2.75,60,Junior,Early College
Roman DeFreitas,16,2.39,9,Freshman,Early Childhood Education
Van Wilson,16,1.43,49,Senior,Business
Ben Johnson,15,1.34,22,Freshman,Computer Science
Mac Moore,18,1.96,20,Senior,Bio Med
Katerina Miller,19,3.75,5,Victory Lap,Business
Keaton Brown,17,3.54,46,Freshman,Marketing
Kaden Jones,15,2.6,23,Freshman,Bio Med
Eliana Wilson,17,3.15,23,Sophomore,Early Childhood Education
Ben DeFreitas,17,2.23,8,Freshman,Culinary
Roman Davis,19,1.41,48,Freshman,Culinary
Kyan Smith,17,1.01,10,Sophomore,Computer Science
Van Davis,18,3.41,38,Victory Lap,Construction
Aiden Miller,17,0.31,16,Sophomore,Criminal Justice
Benedict Foster,18,1.4,3,Sophomore,Culinary
Emmy DeFreitas,15,4.06,34,Junior,Construction
Emma Moore,17,1.91,46,Victory Lap,Marketing
Emmy Davis,16,0.93,8,Junior,Bio Med
Roman Smith,19,4.08,34,Sophomore,Criminal Justice
Eliana Garcia,15,0.62,52,Victory Lap,Bio Med
Lucian Garcia,14,3.66,28,Senior,Computer Science
Van Wilson,19,1.94,18,Junior,Criminal Justice
Lucian Jones,18,2.63,10,Sophomore,Marketing
Rachel Willaims,17,3.41,28,Victory Lap,Marketing
Ben Willaims,19,1.95,47,Junior,Computer Science
Emma Foster,16,0.5,13,Sophomore,Culinary
Rachel Manukyan,16,0.33,7,Junior,Bio Med
Benedict Moore,17,2.83,29,Freshman,Criminal Justice
Emmy Garcia,17,3.1,47,Senior,Early College
Eliana Anderson,15,2.01,37,Sophomore,Engineering
Kaden Smith,15,3.42,6,Junior,Business
Mac Wilson,15,3.39,3,Victory Lap,Culinary
Emma Wilson,15,3.38,21,Freshman,Business
Keaton Jones,14,3.65,38,Freshman,Marketing
Van Miller,19,0.97,33,Senior,Construction
Marge Anderson,19,1.47,48,Junior,Bio Med
Marge Jones,17,3.32,27,Freshman,Criminal Justice
Keaton Jones,15,3.09,2,Victory Lap,Early Childhood Education
Joe Jones,16,3.63,25,Sophomore,Marketing
Elijah Miller,16,2.59,16,Sophomore,Computer Science
Lisa Johnson,16,4.02,15,Senior,Computer Science
Rachel Anderson,17,3.17,13,Victory Lap,Culinary
Katerina Brown,14,3.59,37,Junior,Culinary
Emmy Wilson,15,1.96,37,Junior,Culinary
Mac DeFreitas,14,1.33,48,Freshman,Business
Kaden Brown,18,3.99,12,Sophomore,Engineering
Ben Moore,14,2.69,42,Victory Lap,Business
Van Manukyan,16,2.73,24,Freshman,Criminal Justice
Rachel Fogarty,15,4.1,16,Victory Lap,Culinary
Kaden Fogarty,18,1.9,24,Victory Lap,Engineering
Lucian DeFreitas,14,2.86,22,Junior,Criminal Justice
Rachel Foster,14,3.88,33,Freshman,Engineering
Mac Wilson,15,2.66,36,Senior,Engineering
Aiden Miller,15,3.75,9,Junior,Culinary
Lucian Willaims,14,0.66,57,Junior,Computer Science
Jane Jones,16,1.97,37,Victory Lap,Early College
Aiden Wilson,14,0.8,30,Freshman,Bio Med
Lucian Fogarty,19,0.9,16,Sophomore,Bio Med
Ben Miller,17,3.46,59,Sophomore,Criminal Justice
Jane Miller,18,3.31,39,Junior,Engineering
Kaden Anderson,14,3.96,23,Junior,Computer Science
Jill Davis,15,2.6,39,Sophomore,Early Childhood Education
Van Garcia,17,3.21,19,Senior,Computer Science
Alexis Davis,14,3.37,59,Sophomore,Early College
Andrew Moore,17,3.05,52,Junior,Early College
Ben Brown,19,4.0,39,Sophomore,Bio Med
Emma Moore,14,0.54,54,Junior,Marketing
Ben Garcia,14,3.18,7,Freshman,Criminal Justice
Marge Foster,19,3.43,47,Sophomore,Criminal Justice
Jill Johnson,18,3.97,7,Freshman,Business
Emma DeFreitas,17,1.2,39,Senior,Bio Med
Lisa Garcia,15,0.74,53,Senior,Construction
Kyan Garcia,19,0.93,36,Victory Lap,Computer Science
Mac Johnson,16,0.83,29,Sophomore,Culinary
Rachel Moore,14,0.44,52,Junior,Engineering
Joe Smith,19,1.54,29,Junior,Culinary
Andrew Willaims,15,1.28,29,Freshman,Construction
Roman Anderson,15,3.92,56,Freshman,Computer Science
Roman Moore,18,2.59,5,Freshman,Construction
Rachel Davis,16,4.2,58,Sophomore,Culinary
Emmy Johnson,19,0.82,51,Senior,Early College
Benedict Foster,15,2.55,26,Victory Lap,Computer Science
Emma DeFreitas,15,1.18,55,Sophomore,Construction
Jane Johnson,15,2.79,56,Freshman,Early College
Aiden Foster,14,2.1,25,Junior,Marketing
Ben Smith,15,1.41,57,Junior,Bio Med
Rachel Foster,14,2.78,56,Sophomore,Marketing
Roman Smith,14,0.76,41,Victory Lap,Business
Alexis Miller,17,3.07,6,Freshman,Early Childhood Education
Lisa Anderson,16,1.32,46,Senior,Bio Med
Jane Foster,18,3.21,18,Sophomore,Bio Med
Eliana Brown,15,0.54,60,Victory Lap,Marketing
Marge Miller,19,2.42,35,Sophomore,Marketing
Benedict Smith,16,2.21,48,Sophomore,Bio Med
Andrew Fogarty,18,0.64,31,Junior,Bio Med
Keaton Johnson,15,1.69,3,Senior,Early Childhood Education
Rachel Wilson,16,4.22,18,Senior,Criminal Justice
Andrew DeFreitas,17,1.81,24,Junior,Early Childhood Education
Emmy Willaims,17,0.85,52,Freshman,Construction
Aiden Brown,15,3.82,44,Freshman,Business
Noah Fogarty,14,0.48,17,Victory Lap,Culinary
Keaton Moore,18,4.04,1,Junior,Marketing
Jill Smith,16,0.89,49,Freshman,Early Childhood Education
Kaden Smith,16,4.14,1,Freshman,Engineering
Emmy Smith,18,3.54,55,Victory Lap,Construction
Joe Anderson,18,1.57,29,Junior,Computer Science
Joe Foster,16,1.68,37,Junior,Business
Joe Moore,19,1.99,51,Freshman,Criminal Justice
Joe Brown,19,1.98,18,Sophomore,Culinary
Roman Manukyan,18,2.67,41,Victory Lap,Computer Science
Kaden Jones,18,2.35,6,Senior,Bio Med
Aiden Garcia,17,1.69,48,Victory Lap,Early College
Andrew Miller,18,3.61,51,Victory Lap,Early College
Andrew Garcia,17,1.1,41,Freshman,Bio Med
Noah Davis,18,3.9,22,Sophomore,Early Childhood Education
Ben Willaims,17,3.73,42,Freshman,Bio Med
Aiden Anderson,14,2.6,8,Victory Lap,Early College
Alexis Willaims,14,3.61,26,Freshman,Criminal Justice
Ben Anderson,14,0.97,25,Junior,Marketing
Lisa Wilson,15,3.25,53,Sophomore,Construction
Lucian Brown,14,2.4,60,Freshman,Criminal Justice
Emmy Davis,15,0.8,31,Junior,Engineering
Benedict Garcia,17,3.01,12,Freshman,Marketing
Aiden Anderson,19,0.93,27,Junior,Marketing
Van Fogarty,19,1.57,35,Sophomore,Construction
Jill Manukyan,18,2.32,43,Senior,Early College
Lisa DeFreitas,19,0.52,14,Freshman,Early Childhood Education
Marge Miller,17,2.05,18,Senior,Engineering
Danielle Manukyan,17,1.0,30,Sophomore,Engineering
Mac Anderson,19,3.88,29,Senior,Construction
Lucian Garcia,16,3.96,26,Sophomore,Criminal Justice
Mac Wilson,19,0.54,23,Junior,Engineering
Roman DeFreitas,19,1.29,48,Freshman,Business
Van Miller,15,1.65,38,Victory Lap,Criminal Justice
Marge Garcia,19,0.53,51,Victory Lap,Culinary
Rachel Jones,14,3.57,9,Junior,Engineering
Emmy Jones,15,4.29,56,Freshman,Engineering
Ben Anderson,19,3.21,57,Senior,Construction
Jill Wilson,16,1.57,5,Victory Lap,Marketing
Elijah Smith,19,1.08,42,Senior,Engineering
Ben Garcia,14,0.8,36,Sophomore,Business
Elijah Willaims,19,1.79,38,Sophomore,Construction
Alexis Brown,19,1.8,28,Senior,Bio Med
Elijah Jones,14,1.41,34,Freshman,Early Childhood Education
Kaden Garcia,16,2.78,29,Victory Lap,Business
Alexis Wilson,16,2.37,3,Sophomore,Construction
Elijah Foster,19,3.39,32,Senior,Construction
Ben Jones,16,3.25,12,Senior,Culinary
Noah Brown,17,1.94,1,Freshman,Computer Science
Eliana DeFreitas,14,1.84,33,Junior,Computer Science
Aiden Jones,17,1.59,35,Sophomore,Computer Science
Alexis Smith,18,1.36,7,Junior,Marketing
Mac Johnson,19,3.84,26,Senior,Marketing
Jane Miller,17,2.8,29,Freshman,Construction
Jill Brown,15,1.47,2,Freshman,Engineering
Ben Johnson,19,2.24,37,Freshman,Culinary
Jill Smith,14,2.66,41,Sophomore,Early Childhood Education
Ben Fogarty,17,3.98,39,Sophomore,Marketing
Marge Johnson,18,1.53,53,Victory Lap,Early Childhood Education
Benedict Moore,17,0.33,17,Freshman,Engineering
Lisa Fogarty,17,1.08,17,Senior,Culinary
Jill Fogarty,18,1.87,46,Junior,Early Childhood Education
Ben DeFreitas,17,2.23,21,Victory Lap,Marketing
Ben DeFreitas,14,3.38,37,Victory Lap,Bio Med
Noah Wilson,17,4.15,28,Junior,Marketing
Eliana Manukyan,19,0.4,57,Senior,Engineering
Lisa Foster,16,0.61,11,Freshman,Marketing
Jane Wilson,15,0.74,12,Senior,Culinary
Joe Brown,14,0.8,38,Victory Lap,Construction
Lisa DeFreitas,16,3.25,23,Victory Lap,Early Childhood Education
Joe Brown,16,3.1,49,Freshman,Computer Science
Danielle Davis,19,3.65,28,Victory Lap,Culinary
Aiden Willaims,19,2.37,31,Senior,Marketing
Eliana Foster,15,3.05,8,Freshman,Early College
Kaden Moore,16,1.01,6,Freshman,Construction
Kaden Smith,14,0.4,3,Freshman,Construction
Alexis Willaims,14,1.58,28,Freshman,Marketing
Roman Moore,15,1.96,30,Victory Lap,Criminal Justice
Rachel Moore,17,3.33,17,Sophomore,Culinary
Andrew Willaims,19,3.81,19,Victory Lap,Construction
Noah Brown,17,1.0,8,Victory Lap,Early College
Benedict Smith,14,1.85,57,Freshman,Early College
Joe Foster,16,2.18,48,Junior,Bio Med
Joe Foster,14,0.74,45,Sophomore,Computer Science
Lisa Anderson,19,3.93,25,Sophomore,Computer Science
Benedict Wilson,15,3.77,44,Freshman,Bio Med
Ben Manukyan,17,0.61,31,Sophomore,Early Childhood Education
Jane Davis,16,2.01,20,Freshman,Engineering
Andrew Manukyan,17,2.31,30,Senior,Early College
Jane Jones,14,2.21,2,Senior,Culinary
Aiden Brown,16,2.66,15,Senior,Business
Emmy DeFreitas,16,2.36,57,Sophomore,Construction
Rachel Anderson,16,1.4,37,Senior,Culinary
Alexis Jones,18,2.51,38,Victory Lap,Computer Science
Van Miller,15,3.34,14,Sophomore,Early Childhood Education
Lucian Davis,16,1.54,37,Senior,Engineering
Ben Willaims,16,3.6,5,Senior,Early Childhood Education
Elijah Wilson,17,1.87,36,Victory Lap,Business
Kaden Johnson,15,2.18,7,Victory Lap,Bio Med
Andrew Brown,17,2.78,22,Victory Lap,Engineering
Jane Wilson,18,1.71,55,Freshman,Computer Science
Jill Brown,16,2.36,56,Victory Lap,Early Childhood Education
Jill Miller,14,3.94,32,Senior,Construction
Elijah DeFreitas,17,3.37,35,Sophomore,Bio Med
Emma Johnson,15,4.07,23,Junior,Early College
Jill Manukyan,19,2.81,43,Junior,Early Childhood Education
Mac Foster,14,1.22,22,Freshman,Early College
Marge DeFreitas,16,1.09,53,Junior,Business
Aiden Manukyan,17,3.97,23,Freshman,Criminal Justice
Keaton Davis,17,3.61,10,Senior,Construction
Lisa Johnson,14,0.96,6,Victory Lap,Criminal Justice
Katerina Willaims,18,1.17,58,Freshman,Engineering
Mac Willaims,19,1.62,55,Freshman,Marketing
Jill Willaims,18,3.42,57,Senior,Computer Science
Kyan Smith,16,2.78,55,Junior,Early Childhood Education
Kaden Miller,14,0.86,54,Sophomore,Business
Andrew Fogarty,14,3.0,47,Freshman,Early College
Emmy DeFreitas,14,1.37,35,Freshman,Construction
Mac DeFreitas,14,1.55,40,Senior,Business
Benedict DeFreitas,15,3.52,21,Sophomore,Engineering
Andrew Davis,15,3.46,48,Senior,Criminal Justice
Aiden Jones,15,3.35,47,Junior,Early College
Aiden Smith,14,2.46,39,Freshman,Bio Med
Benedict Davis,19,0.57,44,Freshman,Early College
Joe Garcia,16,0.66,32,Victory Lap,Engineering
Marge Smith,14,2.6,56,Junior,Construction
Jane Jones,17,2.05,42,Freshman,Early College
Jill Manukyan,15,1.78,47,Senior,Early Childhood Education
Katerina Moore,19,3.61,26,Freshman,Business
Eliana Jones,18,3.86,3,Junior,Engineering
Aiden Wilson,15,0.34,43,Freshman,Culinary
Roman Garcia,18,2.71,47,Junior,Computer Science
Keaton Foster,15,1.02,2,Freshman,Computer Science
Jill Fogarty,18,2.36,9,Sophomore,Marketing
Alexis Foster,18,3.46,5,Senior,Computer Science
Benedict Johnson,19,0.38,52,Junior,Culinary
Elijah Wilson,19,2.16,51,Freshman,Bio Med
Emmy Manukyan,19,0.96,18,Victory Lap,Culinary
Jill Brown,15,2.28,60,Senior,Bio Med
Joe Brown,14,3.45,54,Sophomore,Marketing
Katerina Wilson,17,0.37,34,Victory Lap,Criminal Justice
Marge Brown,17,2.3,23,Sophomore,Culinary
Rachel Garcia,19,2.0,37,Freshman,Construction
Ben Brown,14,2.67,6,Sophomore,Early College
Danielle Moore,19,3.92,8,Freshman,Computer Science
Keaton Garcia,14,0.34,11,Junior,Marketing
Elijah Jones,19,3.5,39,Junior,Criminal Justice
Noah DeFreitas,16,0.58,24,Sophomore,Business
Alexis Jones,14,1.88,39,Freshman,Early College
Lucian Wilson,14,2.93,58,Freshman,Construction
Andrew Johnson,15,1.76,26,Senior,Early Childhood Education
Van Willaims,16,3.3,14,Junior,Marketing
Marge Willaims,17,2.12,33,Junior,Culinary
Eliana Davis,17,1.77,15,Junior,Bio Med
Emma Miller,15,2.47,3,Sophomore,Marketing
Keaton Foster,14,1.36,36,Sophomore,Construction
Aiden Jones,15,0.97,18,Freshman,Engineering
Kyan Fogarty,15,1.86,19,Senior,Marketing
Rachel Johnson,18,3.94,21,Freshman,Criminal Justice
Jill Miller,15,1.35,7,Senior,Culinary
Mac Foster,18,0.65,47,Victory Lap,Construction
Mac Davis,18,4.02,27,Sophomore,Engineering
Danielle Manukyan,19,1.92,38,Junior,Criminal Justice
Kyan Jones,15,4.06,24,Sophomore,Early College
Eliana Brown,19,1.26,24,Senior,Culinary
Jane Fogarty,16,0.73,51,Senior,Early Childhood Education
Mac Wilson,17,1.17,37,Junior,Bio Med
Jane DeFreitas,15,3.57,32,Senior,Engineering
Alexis Davis,18,2.35,11,Junior,Early Childhood Education
Jill Jones,15,4.23,46,Freshman,Marketing
Jane Garcia,14,2.76,24,Freshman,Bio Med
Emmy Manukyan,14,3.16,10,Senior,Engineering
Joe DeFreitas,17,0.65,38,Freshman,Business
Rachel Brown,17,2.38,1,Sophomore,Criminal Justice
Emma Miller,19,1.97,39,Sophomore,Criminal Justice
Mac Johnson,18,0.89,6,Sophomore,Early College
Jane Garcia,16,4.24,43,Victory Lap,Construction
Danielle Wilson,14,3.68,39,Sophomore,Early College
Danielle Fogarty,16,3.67,47,Victory Lap,Construction
Joe Fogarty,18,0.43,43,Sophomore,Culinary
Joe Wilson,16,1.63,8,Junior,Marketing
Kyan Smith,17,0.37,10,Junior,Engineering
Andrew Miller,15,1.23,26,Freshman,Computer Science
Ben Smith,14,4.26,42,Victory Lap,Early College
Benedict DeFreitas,14,2.18,11,Senior,Business
Danielle Manukyan,18,0.81,16,Freshman,Early Childhood Education
Aiden Manukyan,18,2.42,39,Freshman,Computer Science
